word,frequency
significando,1
campaña,15
descrédito,1
montada,1
invocar,5
1983,47
raíz,44
noventa,4
urgentes,2
pongan,4
rutina,6
secretas,3
quería,21
tramitaban,1
salas,31
conocían,6
negaban,5
comisionar,1
evitado,4
días4,1
preocupados,2
1ra,1
quincena,2
190,4
insistir,6
violaba,1
ratificada,7
pilar,3
institucionalidad,17
amparaban,1
invariablemente,13
condenados,76
proscritos,4
permaneció,40
tipificada,1
existiendo,29
sustantivos,1
recurrían,2
conscientes,2
ponerle,1
atajo,2
recordándoles,1
adoptado,2
digno,4
prohibía,4
mantenerlos,2
incomunicados,170
competente,16
huelga,3
positivas,1
escollos,2
encontraron,37
sortearlos,1
preventivo,5
dirigente,157
poblacional,15
sala,58
negó,29
recluir,3
verificarse,4
celebraron,1
siguió,16
desalentando,1
optimismo,2
partida,4
suerte,142
garantizaba,1
librarse,1
retenes,37
prosiguió,2
vinculantes,3
nii,1
formaban,15
arsenal,3
quitó,3
facultaba,3
aprehensiones,6
emanado,8
torturando,4
amnistía,31
recabados,32
conculcación,1
variables,17
ofrece,3
concluyente,2
represor,2
refinados,1
ejercieron,4
coercitivas,3
confirmar,4
añadiendo,2
componente,1
insospechado,1
presupuestado,1
basta,4
dicen,12
ancho,12
192,2
politíca,1
grueso,11
concentra,5
principalmente,80
invalidan,3
anómalos,3
fortuitos,1
solamente,26
imputables,1
pone,9
relieve,3
deliberado,5
confirma,3
erróneo,1
suponer,10
proscrito,1
capturar,2
dirigencias,3
clandestinidad,7
ritual,1
aleccionador,2
escarmientos,1
ejemplificadores,1
sofocar,3
volvería,7
serlo,3
manifiesto,7
descontento,4
impulsada,2
movilizó,1
ampararon,1
explícito,2
implícito,3
integrante,13
suelen,4
embestida,1
pudiesen,5
disidentes,3
ejecutó,8
viciados,1
asesinó,3
inermes,3
fuga,146
engrosaron,1
confiadamente,1
bandos,29
reclamaban,2
abarcaron,1
industrias,9
fundos,10
193,7
improvisar,2
habilitaban,1
norte,59
liberados,44
enunciar,3
prefecturas,1
subcomisarías,1
tenencias,7
deportivos,5
gimnasios,1
patronales,1
hospitales,6
maestranzas,3
aéreas,1
navales,7
estaciones,1
ferroviarias,1
embarcaciones,1
mercante,1
fiscalías,13
establecimientos,3
educacionales,4
liceos,3
persigue,2
connotadas,1
figuras,7
corrientes,3
reivindicaciones,2
sindicalizados,1
campesinos,57
agraria,22
juntas,8
vecinos,32
secundaria,4
buscan,3
asilo,6
embajadas,3
promueve,2
delación,6
restauración,1
caravana,5
enviada,5
alecciona,1
brutales,10
ensañamiento,3
deparado,1
comitiva,37
sugiere,2
tendencia,8
meritocrática,1
reclutamiento,2
institucionalizarse,1
consumado,1
abrió,6
compuertas,3
enseñan,1
aprovechar,2
robarles,1
posesiones,1
caen,4
militancia,145
previeron,1
accidente,6
extremos,8
proscritas,1
responden,1
deduzca,1
perfiles,2
poniendo,6
amplio,11
inmersas,1
inseguridad,5
mujer,74
modesta,1
vinculaciones,6
militancias,9
acompañados,19
irrumpieron,5
golpear,9
brutalmente,9
niño,10
justificaban,2
asalto,17
sabían,11
apellidos,3
apellido,9
paterno,1
coincidía,3
saber,41
jóvenes,43
peregrinar,1
halló,3
morgue,37
masacrados,2
adolescentes,3
faltaba,2
boca,76
llena,4
excrementos,33
caballo,4
espinas,1
pitilla,1
hija,23
hermano,32
viajaron,3
asesinatos,6
invalidantes,1
cumplidos,4
parcialmente,5
adjunto,1
resume,1
señores,4
felices,1
fui,105
presa,2
reclamar,3
juntos,7
quedando,41
padre,64
correspondíamos,1
papá,10
orate,1
manicomio,1
detuvieron,34
fuimos,16
contarles,1
escucharon,13
tomaron,14
culatazos,27
patadas,8
pegaban,3
pegaron,2
compasión,1
senos,3
tengo,27
cortado,1
tobillos,10
fracturados,2
fracturadas,2
rodillas,12
cortadas,1
hombro,10
brazo,6
clavícula,2
fracturada,1
párpados,1
rotos,3
cortados,1
iban,41
suplicaba,1
pedía,4
rodilla,2
idea,21
habíamos,2
nadie,32
195,3
masivo,10
escarmiento,6
comienza,8
derivar,3
selectivos,2
improvisados,1
ceden,1
coerción,2
aplican,5
sofisticados,1
prosiguen,1
afectan,7
filiación,13
políticopartidista,3
montar,2
recayó,3
prominente,2
centralizarían,1
infundirían,1
instrumental,1
representativo,2
manuel,166
contreras,56
ascendido,1
creada,6
formalmente,8
encabezó,2
disolución,14
mostrada,1
congéneres,2
pronto,10
controlada,3
coexistió,1
disputó,1
reclutó,1
preeminencia,2
disidencia,7
eliminar,5
intentaban,5
rearticular,1
clandestinamente,9
estigma,1
prioritaria,1
cuadros,9
agrupados,5
pasaron,21
selectiva,7
despiadada,1
culminó,3
muertes,135
convertía,4
colaborador,2
operar,4
empieza,4
periodos,1
desaparecimiento,23
aumenta,2
unas,34
cuantos,1
prolifera,1
amedrentamiento,4
intromisión,2
represivos,11
doméstica,4
frecuente,33
visitando,2
interrogando,6
196,4
vigilado,3
sombra,2
inmi,1
interrogado,26
vehículo,82
marcha,3
presiones,10
colaborara,1
volver,13
cotidiano,3
propagando,1
dimensionar,3
ejecutor,2
precisarse,3
rastreó,1
capturó,2
torturó,9
juzgaba,2
vasta,2
nutrida,1
legaciones,1
aeropuertos,1
continentes,1
cobertura,6
esferas,1
riesgosa,1
latinoamérica,7
coordinando,1
llamada,32
condor,1
extranjeras,4
celo,1
inquisidor,1
prominentes,2
contribuyó,7
poderosamente,1
afianzamiento,1
liderando,1
neutralizando,1
rivales,3
mantenerse,7
omitió,3
rendía,1
mandos,9
autonomía,7
despertar,2
recelo,1
aprobaban,1
racionalidad,3
enemistad,1
perjudicaban,1
personalidades,2
prats,3
esposa,27
roma,1
atentó,1
líder,3
democratacristiano,1
leighton,1
seriamente,4
heridos,13
washington,7
dc,3
mató,4
197,2
canciller,2
secretaria,9
norteamericana,4
atentado,19
precipitaría,1
fbi,1
incriminaran,1
suyos,9
sustituyó,5
dependiente,9
quedaría,2
reemplazado,2
1876,3
especifica,1
conveniencia,5
actuales,14
superada,2
prolongado,13
disuelta,9
febrero,47
heredó,1
instalaciones,10
otorgadas,1
1877,4
facultada,2
arrestar,9
3451,1
fechado,4
aumentaría,1
veinte,14
sospechoso,1
atentar,8
venían,16
introduciendo,3
reformas,5
verificado,3
sorprender,1
aludido,2
denunciarapremios,1
comparecer,3
identidades,4
falsas,8
chapas,2
precautoria,1
preservación,2
transferidos,7
distantes,2
dificultar,1
impedir,25
concentrarse,1
inicialmente,9
marcando,1
declive,1
disminución,11
intensificó,3
breves,13
liberadas,10
198,7
torturaba,12
amigos,28
desacostumbrado,1
firmar,32
autoinculpatorias,4
procuraba,1
abultando,1
artificialmente,1
panorama,5
cambiaría,2
rearticulación,4
clandestino,11
entrenamiento,6
retorno,3
insurgente,1
repercutiría,1
pares,2
saldría,3
valentía,1
abnegación,1
declararía,1
prote,1
gen,3
arremetida,1
iría,3
cobrando,1
ochenta,26
aumentarían,1
personeros,15
robos,3
bancos,6
colocación,5
artefactos,3
patriótico,5
fpmr,8
resuelto,4
oponer,5
estrategia,7
insur,1
penetraría,1
poblacionales,7
afincaría,1
mapu,33
lautaro,47
acentuaría,1
gravitante,1
juventud,18
desposeídos,1
beligerante,2
favorecía,6
confrontacional,1
ganaba,2
desestimar,3
apertura,6
gobernabilidad,1
fallido,1
premoniciones,1
católica,26
repetidas,13
peligros,2
espiral,1
atentados,15
insurgentes,2
desataban,1
redadas,6
violentas,11
ocurriera,5
setenta,5
patrimonio,6
destacar,20
dicomcar,10
marcado,5
199,2
conocerse,2
degollamiento,1
operaron,7
comandos,7
respondían,7
imperativo,8
venganza,12
mártires,6
células,1
vengadores,4
covema,5
represalia,4
inician,4
mensuales,3
convocadas,1
partidistas,2
procura,3
pronta,4
dictatorial,3
concretamente,2
vuelven,3
cobrar,3
plegaron,1
desafío,5
obligó,12
reconsiderar,1
reconstitución,4
redes,9
articulada,1
disconformidad,2
visible,5
ocurría,7
antisubversiva,2
simples,5
asociada,2
recrudecería,1
raras,1
incursiones,1
1982,16
colectivas,14
enmarcadas,1
empezaron,8
despuntar,1
preservaron,1
anunciaba,4
provenía,8
buena,21
extiende,3
ciudadanas,2
susceptibles,2
persecución,14
anarquía,2
discurso,11
conjurar,1
vandalismo,1
rostro,10
identificada,4
lumpen,1
restarle,2
relegados,18
invalidante,1
delictivas,4
excusa,3
masa,3
decidor,1
buscadas,2
acostumbraban,1
precisamente,21
ofrecían,6
200,15
desatada,1
derivó,1
extravertidas,1
habituales,14
carros,1
lanzaagua,1
guanacos,1
bombas,7
lacrimógenas,2
propinados,4
cuantiosos,1
partían,1
acercaba,1
trasladaban,18
activas,1
allí,309
salían,10
movilizarse,2
tanquetas,1
barricadas,2
fogatas,4
impedían,4
dificultaban,3
destacó,4
ocasional,7
expediente,11
aislar,1
invalidara,1
erradicar,3
interrupción,4
encontrarían,2
cauces,2
creño,1
dignatarios,1
científico,1
artístico,1
abocados,1
efervescencia,1
alternaban,2
embestidas,1
comprendían,1
intensificaron,1
carabine,7
ros,17
previsto,10
1830,4
programada,1
jueves,3
ocupada,3
militarmente,6
hom,8
bres,10
tenida,2
tarde,83
comenzado,1
posiciones,77
residenciales,2
opositora,9
recuento,1
consignó,11
muer,2
baleados,1
viviendas,6
bala,337
aprehendidas,2
formularse,2
legalizaran,1
combatir,2
delincuencia,2
padecieron,12
prioritario,4
pobladores,14
colectivos,19
201,2
caceroleo,2
sucedían,3
ráfagas,6
metralleta,8
disparos,82
helicópteros,16
destrozos,4
ventanas,13
palos,12
piedras,5
irrupciones,1
lanzamiento,2
apaleo,1
instalaban,2
vejatorias,1
niños,27
intimidando,2
vigor,4
incorporada,3
vecindario,3
canchas,3
fútbol,9
plazas,4
improvisadas,1
emprendidos,1
varones,11
exceptuar,1
inválidos,2
enfermos,1
conminados,2
abandonar,11
procedía,18
intemperie,34
doce,10
luma,2
reservada,3
amenazante,3
duro,11
situ,2
párrocos,1
adicional,7
vínculo,8
grafica,1
sucedido,21
celebrada,4
desintegrar,1
movi,1
sembrando,1
desconfianza,6
mutua,1
bladores,1
propagó,1
rumor,4
sudoriente,2
habitantes,7
alertados,2
iniciaron,4
autodefensa,1
alarmados,1
enseres,10
preciados,1
baldeaban,1
mediaguas,1
contrarrestar,2
rápida,4
propagación,1
incendios,2
anunciados,1
adriana,5
recogió,5
diciendo,6
levantarse,3
victoria,33
incendiar,1
preguntamos,2
montaban,1
defendían,1
dijeron,39
202,2
anoche,3
dormir,39
amanecían,1
engañoso,1
pensar,19
atenta,3
criminales,11
adecuadas,5
tradicio,1
nalmente,6
limitaban,2
indivi,1
duales,1
intensifi,1
severas,5
incorporándolas,1
relativizando,1
temporalidad,1
sucesivas,6
ampliaron,2
causales,2
pertinencia,1
obligaba,20
desconocían,1
cumplieron,4
juzgaron,5
fallaron,1
incompetentes,2
lícitas,2
tipificadas,1
perseguir,2
denunciaban,2
integraban,2
opo,1
sición,2
pacífica,8
aumentaban,3
preexistentes,2
transformados,1
tituir,1
costó,6
18252,1
penalmente,4
relega,1
autorización,24
fomenten,2
convoquen,1
promuevan,1
inciten,2
faciliten,5
alteración,3
mención,14
aparte,11
merece,8
2191,7
esgrimida,1
pacificación,1
dividida,4
preservar,9
beneficios,7
identificadas,2
pronunciado,3
excesos,6
comprenda,1
derrotar,1
violenta,10
exigido,2
abnegada,2
enjuiciada,1
pretendiendo,1
aplicarle,1
asidero,1
restrictiva,2
abusiva,2
inacción,2
complicidad,4
escritos,4
204,2
profunda,13
aquejaba,1
demo,1
cracia,1
exacerbación,1
ideológica,6
validó,2
sustitución,1
peditación,1
revolu,1
fracaso,3
fundadas,5
generaban,2
enormes,2
incontenibles,1
excedieron,2
agudizado,1
círculos,1
empresariales,1
desestabilizadoras,1
caldo,1
cultivo,1
presentándose,2
artífice,1
quebrantada,1
austeridad,1
honestidad,3
cobraría,3
dimensiones,12
unida,5
omnímodo,1
incapacitados,1
anuentes,2
abrieron,2
represiones,1
hitos,3
dramáticos,1
periodismo,5
décadas,7
repercusiones,1
sumida,1
deterioro,2
progresivo,3
beligerancia,1
verbal,11
descalificaciones,1
adversario,4
agresividad,1
reñidos,1
aprovechando,11
instalada,1
justificó,2
censuras,2
abusivas,1
clausura,1
cerraron,3
radiales,3
puro,3
color,1
onda,2
paloma,4
ramona,2
agencia,3
latina,6
ctk,2
checoslovaca,1
comunales,1
confiscaron,1
maquinarias,2
parecida,5
editorial,11
quimantú,2
films,2
noticias,103
películas,1
205,3
obviamente,4
cambiaron,3
semejanza,3
mediación,1
rectores,3
delegados,4
periodístico,1
conoció,41
230,4
sumar,10
calificó,8
accesible,1
restringir,6
invocó,2
prevenciones,1
resguardar,3
imperativos,2
dispositivo,12
afinado,1
legalizó,1
vulneraran,1
reservándose,1
cuándo,7
atentaba,1
aquéllos,10
anticipo,1
violaría,1
redactado,1
disponía,16
confirmada,4
determinará,2
determine,4
n15,1
autorizar,3
directores,5
muestras,4
advirtiéndose,1
autorizado,1
requisada,1
destruida,1
transmisiones,3
sistemas,4
insurgencia,2
tendenciosas,1
advertencias,5
tenor,10
inculcaron,1
tempranamente,2
prin,4
cipio,1
autocensura,2
cir,1
cular,1
pasa,13
ercilla,4
columnas,1
produjo,98
incidente,14
clausurado,2
sensacionalismo,1
cruzadas,1
denigrando,1
206,4
denegatorio,1
salirle,1
ola,3
rumores,5
maltrato,21
accedido,4
deferente,1
gozaban,1
rezó,1
titular,7
existiesen,1
centinelas,18
alambradas,7
argumentaba,1
confinados,2
muestra,10
lozanía,1
rostros,6
tostados,1
sol,25
viento,1
magallánico,1
coadyuvando,1
acecho,1
ocultos,2
preexistente,1
pábulo,2
predicamento,1
desmovilizada,1
manifestarse,1
urbanos,10
circunstancialmente,1
totalmente,20
subordinada,1
susceptible,1
colectiva,13
trascendiera,1
penetración,3
estratos,1
hogares,12
interferido,1
discordante,2
audiencias,10
remedo,1
forzado,11
noticia,57
negativas,4
mezquinos,1
foráneos,3
hostiles,2
engran,1
decimiento,1
dispuestas,3
vender,2
sinónimo,2
cuestionamiento,3
suponía,6
extremismo,2
avivaba,1
ingobernabilidad,6
firme,3
comunicacional,4
magnificó,1
alusión,5
confidenciales,1
hallados,12
planeaba,1
subversiva,3
pasaba,10
estímulo,1
valga,1
titulado,4
dura,3
batalla,1
207,2
lee,3
continuos,5
larga,15
guerrillas,7
verdadero,1
demuestra,5
apreciarse,7
lamentablemente,5
éxito,11
impide,4
exhibirse,2
apoyaron,2
logrado,9
subsecuentes,1
resignación,2
supervigilancia,1
lapidario,1
obviarse,1
constantes,31
montajes,1
halo,1
certidumbre,1
desmentir,4
circulación,8
restringida,5
difundir,4
proporcionaban,2
dificultado,1
publicando,1
editoriales,3
contraste,4
ponderada,1
desmesurada,2
virtudes,2
ineptitud,1
errores,3
deshonestidades,1
gobier,1
desconociendo,6
respec,1
pueblos,22
sólidos,2
baluartes,1
democráticos,3
ditación,1
mantenedores,1
caer,6
desbor,1
tónica,5
ejem,1
plo,1
situa,3
semanario,1
temprano,8
moderada,2
aspiraban,1
208,3
institucionalización,2
decisiva,4
conducción,2
desaprobación,1
puntualmente,2
aludiendo,1
apertrechar,1
municiones,2
críticos,2
propugnaban,1
aislamiento,21
moderación,2
censuraba,1
condenaba,1
auxilio,6
acusándolo,1
violentismo,1
marxistaleninista,1
antichilena,1
amenazado,7
feroz,3
desprestigio,6
guerrilla,8
aguda,17
rezaba,1
causar,9
problemas,22
guerras,2
limpias,1
libramos,1
generalizadora,1
alejada,1
hablaba,10
guerrilleros,3
subversivos,4
apátridas,1
vende,2
patrias,2
aventuraron,1
elevar,3
andanada,1
reunión,19
invitados,2
llamaba,5
deplorable,2
esmeraba,1
exhibir,6
imagen,5
benigna,1
atribuida,3
coludidos,1
soviético,2
incidentes,6
ilustran,3
tranjero,1
divulgaba,1
dicotomía,1
privaron,4
publicar,1
interiores,3
destacarlas,1
transcripciones,1
cable,2
circularon,1
comisiones,4
corresponsales,1
cabida,2
valió,1
reprimendas,1
definitivamente,14
209,4
apelar,2
optaron,5
utilizar,3
argumentos,10
mover,1
políticamente,3
entregaban,5
múltiples,164
indirecta,2
criticando,1
formulando,2
textos,5
alusivos,1
refiriéndose,2
expresaba,2
sip,1
proliferación,3
encabezado,2
leen,2
disponga,3
completos,3
lleva,26
venía,10
aparejado,1
impedido,8
transgredir,1
calificando,1
cortapisas,1
evite,1
ventaja,1
publicidad,4
menzaba,1
formulación,4
vigilar,2
entidad,7
ocupaba,4
filtrar,1
suministraba,1
desinformación,7
invalidar,1
mostró,4
autoinculpaban,1
negarían,1
210,2
grabaciones,2
video,3
extraídas,2
desconocimiento,8
pantalla,2
470,4
conexiones,2
tvn,2
camarógrafos,1
filman,1
envían,1
marchas,3
universitarias,3
sabe,33
suponerlo,1
claro,14
culpa,10
arriba,28
pesó,1
diversificara,1
visiones,1
mostrara,1
investigando,4
reductos,1
discordantes,2
repercusión,1
vinculada,5
jesuitas,1
comenzaran,2
impresos,3
patrocinio,2
arzobispado,3
acogió,5
circunscrito,1
apsi,1
nació,9
empezarían,1
informativos,1
sucede,6
evidenciarían,1
aventurado,2
jefatura,13
indefinidamente,2
balmaceda,5
sometida,14
suspensión,7
reaccionó,2
expresando,3
editorialmente,1
tendrá,4
ciertamente,7
eco,2
211,2
desfavorable,2
momentos,48
celebra,1
despejaría,1
implacable,1
comercialización,3
deberían,5
torización,1
extensiva,1
importación,1
afirmase,1
destina,1
agudizar,1
informativa,3
severamente,5
agregaría,1
resucite,1
index,1
publica,5
tardó,4
bastante,6
bueno,14
inutilidad,1
ciudada,1
nía,3
desea,4
indirectos,1
cercana,13
abrirse,2
vedada,1
propiciar,3
distaron,1
mensajes,3
desoídos,1
cabalmente,4
lectores,1
entendieron,2
quisieron,4
asimilar,2
trágicos,2
ocurriendo,4
marcaría,1
tricciones,1
derogado,2
propagar,2
propugnen,3
totalitario,3
ilícito,10
tér,1
minos,1
unívocos,1
equívocos,1
presentes,11
omnímodas,2
conferían,1
hibición,1
partidista,4
librados,1
212,5
proposición,2
aquél,9
amén,6
absolutas,1
arres,1
perturbación,9
recrudeció,2
1217,1
provoquen,1
premeditada,4
vaguedad,1
clase,17
571,2
censuró,1
exento,2
324,7
desfavorables,1
cobra,1
precariamente,1
realce,1
pugnaban,1
restituir,2
tejidos,1
solidarias,2
activos,4
cauce,3
periódico,4
fortín,1
mapocho,30
alusiva,2
editorializó,1
sucediese,1
sufren,1
horrorosos,1
configurados,5
patológicos,1
investigadores,2
verdugos,2
cautelados,1
precaria,1
favorecida,1
externas,2
descomprimir,1
sacando,3
superficie,4
silenciados,1
veto,1
apari,1
inaugura,2
amenaza,34
cidido,1
comienzan,4
investigarse,2
pasadas,3
abría,2
marginados,1
confrontado,3
perspectivas,3
diversificada,1
extendida,2
noticiosa,2
instaló,4
versiones,51
progresivamente,7
conquistada,1
retrocesos,1
dados,23
endurecimiento,7
coyuntural,1
baste,5
opositor,3
surgiría,1
213,6
emisoras,1
espacio,20
transformando,1
noticiario,1
informativo,3
coherente,6
anhelaba,1
convirtieron,6
bastiones,1
fieles,2
dejando,8
atrás,16
incontrarrestable,1
cancelación,4
concesiones,1
logró,35
encumbrarse,1
sintonía,1
concluirse,1
freno,1
televisivos,1
masivamente,6
desprende,12
reiterar,1
avalaron,1
indicios,8
dejó,25
ocuparse,4
admitiría,1
atisbos,1
esporádicos,8
poco,79
contundentes,37
comparan,2
calibrar,1
desempeñar,2
instancias,4
alertando,1
anómalas,1
suscitó,2
interacción,1
frentes,2
comprometido,5
opuesto,1
exculpación,1
violarlos,2
indistinguible,1
esforzó,1
restar,1
reducir,7
compenetrado,1
vigilante,5
veremos,4
escatimó,1
empeñadas,1
sacar,11
frenar,1
socorro,5
recopilar,1
reconstituir,2
oculta,5
elemento,7
valioso,3
férreo,2
generalizado,5
atropello,3
apresuraron,1
alertar,1
ong,3
americas,1
aludir,1
ju,1
ristas,1
patentes,1
sostenida,2
represen,2
tantes,5
extraterrito,1
rial,1
crítico,3
caían,2
dictatoriales,1
alianza,2
multilaterales,2
conformar,3
constelación,1
entes,1
supervisores,1
gravitaron,1
intentan,5
paliar,1
documentan,1
precisión,13
sorteando,1
pun,1
sobresale,1
cicr,2
violar,5
servirían,1
destaca,5
protagónico,1
dirigida,9
premura,1
surgieron,2
zaga,1
conar,3
copachi,2
fundado,7
raúl,50
henríquez,20
procurando,4
espiritual,4
luterana,2
ortodoxa,2
hebrea,2
ecuménico,4
revelaba,2
solo,58
confesional,1
prestó,2
6994,1
1908,1
6411,1
despidos,1
debidos,1
abultado,1
16992,1
beneficiarias,2
médica,21
semejante,3
transformó,6
éticoreligioso,1
cristianos,3
aunaron,1
creyentes,1
religiosas,4
ende,9
padecían,1
embate,1
216,2
obvias,2
desapercibido,1
amortiguar,1
hostigamiento,5
ejercidas,5
forzaron,1
fundó,2
episcopal,2
análogos,1
dignas,3
serpaj,2
juveniles,2
codeju,1
sección,21
mayoritario,3
conferencia,4
beneficiada,1
continua,8
monitorear,1
restándole,1
encaminadas,1
sustracción,3
alentadas,1
modificado,2
pasarse,1
acopio,1
empírico,2
43000,1
fiel,2
afirmaciones,5
comparecientes,1
perfeccionado,1
traumática,7
perentoriedad,1
vinculante,2
fronteras,3
nacido,5
posguerra,1
articuladoras,1
resolución,40
reafirmar,2
reiteró,1
vocación,1
inamovible,1
mancomunada,1
civilizado,1
benigno,1
reservaba,1
transgresores,1
vulneración,4
discriminatorio,2
haría,4
mecanismos,12
contrapeso,1
relevancia,11
prescindirse,2
desempeñaría,1
supletoria,1
tornó,3
imperiosa,1
trasladó,21
transnacional,1
corolario,1
foros,1
devino,1
copartícipe,1
rectificación,2
humanitaria,1
emprendido,1
cumplía,11
comporta,3
medición,1
denuncian,34
estándar,1
mínimo,13
correctiva,1
supone,9
enmienda,1
218,5
estiman,3
violatorias,3
creativa,1
involucra,1
adop,2
lograr,12
mero,1
generalizada,7
tradición,9
reaccionar,3
enérgicamente,1
protagónicos,1
foro,1
subcomisión,1
minorías,1
transformaría,1
paradigmático,1
representado,3
implementaría,1
recolección,1
incorporaría,1
modus,5
operandi,5
nombró,4
ad,9
hoc,7
originara,1
designación,5
relator,5
mantendría,1
repasar,1
emitida,2
afirmarse,4
manifestaron,10
indignación,2
loco,7
elaboraron,3
composición,2
condenatorias,9
aplastantes,1
votaciones,2
exceptuamos,1
dictaduras,2
latinoamericanas,1
traslucía,1
reinante,6
reiteran,3
constantemente,29
concordante,6
desmedrada,2
citarse,1
emanadas,4
3219,1
xxix,1
ag,5
manifiestas,3
implican,4
alia,2
encarcelamiento,3
3448,1
xxx,1
adopción,5
institucionalizada,2
39121,1
damentales,1
continuas,1
término,27
41161,1
sicológica,2
221,6
xxxvi,1
cdh,1
conmina,1
eficaces,4
insta,2
escrupulosamente,1
220,4
desapariciones,31
cidh,3
especializados,9
interamericano,1
expresaron,4
viola,6
formuló,5
preliminares,1
consumó,1
idéntica,5
verificó,1
renovó,1
reviste,2
negativa,8
resultante,2
acumulativo,1
incluyó,4
443,4
ix079,1
nario,1
intensificar,1
prontamente,4
investi,6
gación,1
exhaustiva,2
minuciosa,2
casti,2
gos,2
representen,1
mantenimiento,2
dicten,3
probado,4
guir,1
infraestructura,3
locomoción,6
as,2
surgidas,2
evidenciaba,1
repudio,3
debilitamiento,4
irrelevante,1
transformar,2
expansión,1
mercado,3
econó,1
mico,1
mercados,1
coopera,2
apareciese,1
neutralizar,2
redun,1
daron,2
perpetuarse,1
adversa,4
incriminatoria,1
ocultar,9
amagos,1
pensados,1
alternaron,1
visitase,1
reunían,2
lima,1
resolvió,5
prohibirles,2
someterse,2
consulta,7
rito,2
publicitario,1
visos,1
representatividad,2
estimar,10
consignemos,1
alegar,1
parcialidad,1
vulnerar,2
222,3
ajena,1
jetiva,1
norteamericano,5
acabó,1
ceder,2
autorizó,7
emitido,7
previsible,1
adverso,3
reiterando,2
sucesivo,4
entendería,1
ambivalente,1
combinaba,1
abierta,9
nombrado,9
pasajes,2
trabas,1
obstruían,1
injerencia,1
estimulado,1
nacidas,1
amparar,2
obligatorias,2
desconoció,3
tómense,1
1966,2
1969,5
1949,6
ratificado,4
1972,9
778,1
retardó,1
impidió,8
apariencia,7
dieran,3
pacta,1
sunt,1
servanda,1
viena,1
prescriben,2
frustren,1
disposi,2
incumplimiento,3
suscrito,4
abstuvo,1
223,3
ratificación,6
promotores,1
congrego,1
democráticamente,3
aprobarlo,1
unanimidad,3
cámaras,3
precisiones,4
1951,1
declaraban,3
violó,2
aludidas,4
negarse,1
estatus,1
teherán,1
1968,4
pedido,5
celebrar,3
señale,3
surgidos,2
usos,1
civilizados,1
cláusula,4
martens,3
incluida,2
preámbulo,2
1899,1
1907,1
terrestre,1
histórica,11
reside,1
consuetudinarios,2
infligir,2
daños,14
ilimitado,1
añade,1
lanzar,3
ataques,10
súmese,2
consuetudinario,1
independientemente,3
reconocen,4
inderogable,1
exista,7
admisión,1
internacionalmente,2
proscripción,6
extendía,1
revestía,3
226,3
ara,1
comprender,4
cabalidad,2
cubierto,8
precisa,13
ciclos,1
aplicadas,7
instru,1
perpetrados,13
variaciones,8
coyunturales,1
políticoadministrativos,1
desnaturalizadas,1
renovaban,1
justificara,3
determinaciones,1
extralimitando,1
punibles,4
contrarían,2
tipificaron,2
sancionables,2
expulsadas,1
228,5
sancionaron,1
generalmente,37
penalización,2
aquella,18
ordenada,2
investigaban,1
respetaron,5
violados,3
adquirido,35
concurrencia,5
determinantes,3
estadoy,1
altas,14
perentorio,1
sancionaba,1
decretaren,1
prolongaren,1
aplicaren,1
usaren,1
innecesario,8
aumento,31
innecesariamente,1
resultaren,1
paciente,1
cuerpos,217
reforzaron,1
1926,1
261,3
obligue,1
banderas,3
maltrate,1
injurie,1
gravemente,16
prive,1
alimento,60
empleare,1
hiciere,1
racional,6
violencias,8
innecesarias,8
aumentándose,1
agravan,2
emplearen,1
especies,4
delictuoso,1
concuerdan,7
coordinada,2
efectivos,439
registrándose,6
reiterado,4
recurrente,5
varían,1
perjudicadas,1
caracterizaron,3
aplicada,7
excepciones,4
coinciden,57
comúnmente,10
síntesis,5
ilustre,1
genéricos,1
claridad,5
expositiva,1
verificaron,1
dividido,8
adoptadas,10
tentativas,3
tajantes,1
diversidad,3
suceden,4
dejan,7
suceder,5
cambian,1
radicalmente,2
segmentación,1
indicadores,1
ejecutaron,19
respon,2
escala,11
inalterable,1
anuncian,1
variados,8
cierre,5
articulación,1
rasgos,8
distintivos,1
clandestinos,6
invocaron,3
enjuiciados,1
recluyeron,2
habilitados,13
impusieron,4
recobrada,2
impusiera,1
conmutándoseles,1
prohibiéndoseles,1
reingreso,2
produjeron,27
asentamientos,19
prolongaban,1
reunidas,3
forzadas,82
permanecer,114
tendidas,2
suelo,73
nuca,13
trasladar,11
publicitaron,3
conminadas,1
pesquisa,2
emprendieron,2
aprehendidos,15
emplearse,2
desmedida,1
causando,7
destrozo,1
muebles,5
dinero,15
simpatizantes,10
entendida,2
culmina,2
vertir,1
fenómeno,8
posibilitó,2
registraron,52
denunció,22
equivocada,2
premeditado,1
revancha,1
rencillas,3
5373,1
trasladadas,42
desbordada,1
habilitar,1
culturales,4
eventos,1
monu,1
mentos,9
buques,10
barcos,8
vadas,2
contenedores,5
portuarios,1
patro,1
volvían,14
utilizarse,1
antiguos,6
campamentos,16
construían,1
apresuradamente,1
cindió,1
disponiéndose,3
peniten,1
ciarios,1
verbales,4
escritas,1
frecuentemente,32
recomienda,10
remitirse,1
identifican,3
234,3
vagas,3
antijurídicas,1
activista,8
formularon,1
absueltas,11
rurales,50
remitidos,12
vulnerabilidad,11
desempeñaba,8
desconoce,61
largos,48
deteción,1
alternando,1
recalar,1
consecutivo,1
enjuició,1
