word,frequency
loyola,3
martí,5
neptuno,1
apoquindo,3
avenidas,1
tobalaba,1
enero,59
1453,2
clínica,10
london,1
almirante,4
barroso,1
lucía,5
63,4
maipú,14
tranqueras,2
teligencia,2
1470,2
formaciones,1
belgrado,2
venecia,5
1700,5
álamos,39
ubicados,25
canada,1
3000,1
1977,84
implacate,1
extremo,22
oriente,6
bilbao,1
barrio,4
bellavista,1
isidora,1
goyenechea,1
bosque,19
internado,8
barros,26
arana,8
cañas,21
1305,1
dieciocho,6
229,6
dicar,4
compraventas,1
oro,1
direcciones,2
ahumada,2
312,3
1061,1
bandera,6
121,6
maruri,1
245,10
nido,7
perú,5
9053,2
hangar,5
aeropuerto,5
cerrillos,12
tacna,20
remo,8
cero,7
artillería,53
antiaérea,4
colina,11
rancagua,48
infante,4
64,3
juan,189
ríos,15
inteli,7
gencia,10
difa,3
517,4
rinconada,3
uni,3
versidad,1
arrieta,2
8200,2
velódromo,6
venda,26
sexy,7
irán,7
3037,4
mediados,13
inmuebles,6
estadios,5
cárceles,58
asignados,1
mencionan,15
identificados,17
advierte,5
135,3
registran,33
conocida,33
analizan,3
clasifican,1
7175,1
encomendadas,4
vulneran,1
informará,2
concluido,9
relativo,24
r,24
1993,3
65,6
velar,9
estricto,10
rigen,11
reúne,4
eventualmente,10
dete,15
nidos,15
competencia,26
comprende,17
reñido,3
disciplinarias,1
incluyen,16
alejamiento,1
integrado,13
señor,8
prefectos,2
inspectores,1
asiento,6
inspector,7
1995,2
explicita,1
informan,6
regula,1
integral,5
investigador,3
poli,2
plantas,9
mallas,5
académicas,3
incorporados,2
refuercen,2
1992,1
especializado,8
sistemática,20
ciencias,2
ge,1
neral,1
manas,1
asigna,1
tura,7
ético,3
docente,2
interdisciplinaria,1
deliberación,3
consultoría,1
ejecutar,15
acti,1
vidades,1
individual,32
diagnosticar,1
propo,1
requieran,4
fortalecimiento,2
valórico,1
bibliografía,1
material,10
audiovisual,1
editó,1
contri,1
buye,1
aspirantes,1
comandante,62
encargo,2
responde,9
formulado,2
complementado,3
dinacni,5
registra,45
solicita,6
pertenecieron,2
agotadas,2
internas,6
permitan,21
66,8
primero,48
vinculaba,1
dependencias,49
dictación,8
18623,2
detener,33
sonas,6
casas,38
conducido,89
inmediato,46
pasó,21
depender,3
sínte,1
dificultad,7
mado,3
explicaría,1
destrucción,18
tación,2
trascurridos,1
reestructuración,1
supresión,1
experimen,1
tado,5
significativo,30
explica,17
transitoria,31
vivía,19
careciéndose,1
predefinidas,1
carcelarias,3
jamás,26
natural,6
orgánicamente,2
suyas,8
asumirlo,1
confu,1
explicable,4
preparado,4
ajeno,3
impuesto,5
peso,10
contingencia,1
ausencia,16
predefinida,1
nuevos,33
desafíos,2
impensable,2
eludir,6
seguramente,7
contribuido,1
descontrol,2
probablemente,12
reprocharía,1
imponer,11
cri,18
terio,2
sello,1
alimentada,1
recreada,1
recopilados,3
llevado,119
producto,67
uniformados,42
aparece,31
legítimo,8
exigir,5
ejercito,1
paralelas,2
67,5
nar,2
queridos,6
ocasionales,6
tros,3
transitoriamente,8
ejercía,7
magnitud,9
descentralización,1
permite,25
tipi,1
ficado,2
única,33
existentes,14
implementaron,2
definitiva,26
transitorios,9
considerando,80
rettig,5
inferir,1
cerro,76
chena,32
ri,1
pudeto,7
caupolicán,9
aysén,37
complejo,40
químico,4
ollage,1
cendyr,4
68,8
oficina,21
salitrera,5
posiblemente,5
delimitadas,1
hacen,33
ducir,1
permita,7
avalado,1
11826,1
acompañara,1
finalidad,20
remitiera,1
conste,3
esquemática,1
casillero,1
detalla,3
luga,2
individualizando,1
divisiones,5
institu,1
corresponder,3
documento,31
elaborado,3
posibilite,1
cotejo,1
antecedente,28
autenticidad,2
origi,1
nado,1
suscribiéndolo,1
responsabiliza,1
recuerda,3
acreditado,67
existieron,18
adhoc,2
cumplie,1
comento,1
destinación,1
excepcionales,6
impartidas,4
flictos,2
armados,68
manifiesta,6
orien,1
circunscribía,1
fundamentalmente,21
exigibles,1
beligerantes,4
conflicto,20
bélico,1
venciones,1
genéricamente,3
regulaban,1
convencional,2
correspondiera,1
abordar,8
ffaa,6
importó,1
superaron,3
creces,3
consecuen,2
69,5
cias,7
apartarse,2
significara,2
inicia,8
tiva,2
reestudio,1
multidisciplinario,1
institutos,9
académico,3
máximo,22
pacheco,9
efectuados,17
seno,7
acontecimientos,15
acaecidos,2
reciente,11
falencias,2
anotadas,5
motivaron,4
curriculares,3
reforma,31
educativa,1
miras,4
siglo,5
xxi,2
avances,2
conflictos,29
constató,10
ejérci,3
cuya,57
casuística,1
puntuales,5
mostrado,1
insuficiente,14
manitario,1
fuere,8
correspondiere,1
impusiere,1
dedujo,1
crear,10
permitiera,7
internalizara,1
demandare,1
aproximación,1
transversales,1
imparten,2
estima,17
inculcar,1
llevan,21
respetar,9
coherencia,2
vea,2
reflejado,2
cuadro,23
nente,2
educados,1
especialidades,6
primarias,2
secundarias,2
constante,35
haciendo,23
pri,18
conciente,1
filosófica,1
apren,1
didos,1
llevar,10
practicarlos,1
real,16
fortaleza,3
garantía,6
diferen,1
avanzado,1
ela,1
borado,1
cuadernos,2
editados,2
adjuntado,1
organizado,3
seminarios,2
parti,3
cipación,1
inclusive,16
mantenido,10
contacto,47
informal,2
regulan,5
dimensión,6
mencionado,24
superiores,21
1996,2
académica,1
desarrolla,1
memorias,3
títulos,3
grado,33
reflejan,3
tratando,3
aprendizaje,7
continuo,4
retroalimentado,1
permanentemente,26
experiencia,41
reprochables,2
ocurridos,32
recientemente,3
irak,1
impartido,1
instruccio,1
difundidas,1
acompañado,12
extraer,5
rector,1
ejecución,139
concluye,4
teni,1
formativo,1
adecuación,1
radicales,2
experimentado,2
mun,2
dial,2
incorporar,5
adecuadamente,5
proteger,10
comportamiento,14
obligaciones,5
constituido,10
destinado,22
orientado,2
espíritu,5
concordia,1
amistad,5
cívica,9
cohesión,2
contribuya,2
transitar,1
centrado,3
damentalmente,1
escenario,6
construcción,32
exenta,2
humanidad,9
benevolencia,1
educativo,1
crítica,10
71,7
informó,99
revisiones,2
vinculados,8
instruidas,1
juzgados,4
contemplados,14
contrar,1
empleado,94
guarnición,10
naves,3
mercantes,2
n3,5
aldea,4
relativa,10
común,80
considerado,18
curso,34
guardia,37
marinas,1
segundos,6
grumetes,8
administra,3
tivo,1
sargentos,1
adjuntando,1
temáticas,1
tratado,17
explícita,3
transver,1
sales,1
relacionados,11
asignatura,11
temática,14
72,10
versal,1
encontrándose,36
tramite,1
guardiamarina,1
hostil,1
prisionero,31
conduc,1
soldado,20
especialidad,1
conven,1
arma,53
distancia,22
preliminar,4
lección,3
marítimo,2
nociones,2
bási,1
prelimitar,1
sujetos,15
lec,1
humanita,1
combatientes,5
bienes,19
neutralidad,2
73,21
carta,33
sionado,1
acnur,1
cono,3
cimiento,1
protocolos,18
aplicarse,9
flicto,1
armado,43
s,5
cívi,1
ut,1
comunicado,24
dijeran,1
consultada,3
complementando,1
adjuntaba,1
100,9
procesadas,7
173,8
8474,2
indicado,27
siglas,1
dominio,4
tratarse,5
adjuntan,2
disímiles,5
respondido,2
manifestado,5
aportan,1
asumen,1
recaído,1
recien,1
precisan,2
vivieron,8
cuestionadas,2
doctrinas,11
buscado,12
genuino,1
inspirarlas,1
constata,3
venido,3
experimentando,2
escuelas,10
matrices,4
academias,1
periores,1
informaron,14
observa,11
renovar,2
ineludible,2
revela,2
vuelvan,4
repetirse,6
condu,4
cente,1
definieron,3
informado,22
anteriormente,19
corresponde,50
me,514
llamadas,12
costo,5
llamar,4
recibía,10
básica,13
elegir,1
noviem,2
gráfico,12
mes,125
compara,1
versus,2
agendado,1
provenían,46
solicitaban,1
varias,90
pedir,7
observar,8
programación,2
dife,2
rencia,2
acorta,1
decidida,6
75,7
atenciones,7
agendadas,1
solicitadas,6
correo,3
últimas,22
340,3
tituyen,1
telefónica,3
otorgaron,1
concertado,2
solicitando,4
rechazada,4
representan,12
2551,2
sistemáticamente,14
gaba,1
llenar,3
derivación,3
ameritaba,1
posterioridad,49
agendados,1
atendidos,4
concurren,3
agendamiento,1
13577,1
13670,1
1979,19
2072,1
vs,1
agendamientos,1
region,3
estadística,3
76,4
radicó,1
acogieron,4
peticiones,11
cuan,2
municipios,1
paine,50
oportu,1
nidades,1
detalle,12
representó,5
entregaba,5
mostraba,4
discordancias,1
evidentes,13
determinaba,3
gunda,1
requirió,5
concer,1
gobiernos,9
convenir,1
vistas,3
anticipación,3
telefónicas,2
telegra,1
mas,19
14000,1
segundas,2
clarante,1
refirieron,14
obtuvieron,10
cruce,3
1400,5
trasladaran,2
contando,4
determinó,11
424,4
parinacota,2
0,1
692,1
501,2
loa,7
133,7
tocopilla,59
368,3
huasco,6
148,3
chañaral,14
98,6
elqui,3
597,2
limarí,4
338,3
choapa,2
1298,1
quillota,33
374,4
463,2
andes,25
petorca,10
215,3
cachapoal,5
892,1
colchagua,17
269,4
caro,11
94,11
816,1
488,2
linares,68
563,2
118,3
1664,1
1063,1
bíobío,2
arauco,11
465,2
cautín,21
1994,1
malleco,5
539,2
llanquihue,14
526,2
1082,1
osorno,81
640,4
233,4
chaiten,1
165,3
90,8
natales,10
550,3
19468,1
natenciones,1
cifra,10
78,9
procedencia,7
alemania,3
119,4
argelia,2
argentina,28
australia,1
168,3
austria,1
bélgica,2
139,5
bolivia,3
brasil,4
canadá,1
510,2
colombia,2
costa,7
rica,3
croacia,1
cuba,4
dinamarca,1
ecuador,1
unidos,13
142,3
finlandia,1
francia,2
279,3
guatemala,2
holanda,1
hungría,1
italia,4
méxico,2
mozambique,1
nicaragua,1
noruega,1
nueva,39
zelandia,1
panamá,3
paraguay,1
polonia,1
portugal,1
reino,1
unido,4
158,4
dominicana,1
rusia,1
suecia,2
408,6
suiza,1
uruguay,2
venezuela,2
3110,1
exponen,3
adjunta,4
consignar,14
universo,17
previo,25
ascen,1
diendo,2
18364,3
equivalentes,4
674,3
ascienden,3
22824,2
687,1
afectadas,10
visitadas,5
apreciar,12
llegó,90
aparta,2
mag,1
nitud,1
hincapié,1
cidieron,1
resguardos,3
adoptados,1
dolorosos,7
80,24
agradece,1
pueda,14
aprender,4
repetición,16
vencido,1
llegaron,48
232,5
podrían,14
cluidos,1
ticas,3
particular,40
condi,5
riguroso,4
proporcionada,5
provenientes,27
expone,4
pres,2
taron,6
adjuntaron,3
certificados,47
practicaron,20
depen,1
salvoconductos,1
sentencias,38
piezas,21
dan,49
liber,5
tad,5
verificados,1
aparecidas,1
originada,1
madas,1
zonas,51
intendencias,9
dinacos,4
verificación,4
tados,5
utilizó,32
recabada,5
nacionales,28
huma,2
reunida,4
solidari,1
81,12
exa,2
men,4
incoados,1
adicionales,2
peticionario,1
igualmente,24
analizó,3
episodios,13
certifica,2
33221,2
27255,5
alcanzado,12
duró,10
com,3
prendido,2
1801,1
comprobación,7
dependido,1
necesariamente,8
intensidad,8
distinga,1
consecuentemente,4
señalan,172
timonios,2
coincidentes,6
nismos,1
pertenecían,9
coincidencias,2
sirve,4
efectividad,7
declarada,5
denunciar,27
masividad,6
mer,1
urbanas,3
existían,19
constatación,3
secuelas,36
pocas,18
82,8
inflingidas,1
prácticamente,26
ficarlas,1
acuer,3
gravedad,26
padecido,6
escudriñar,1
recuerdos,5
victimización,1
reconociendo,5
reconocidos,17
fieren,1
siendo,166
padres,35
descri,2
birse,1
102,6
merecedoras,1
económica,19
agregan,5
nacieron,3
catagoría,1
978,2
consideradas,11
gesta,1
madres,16
gendradas,1
cometidas,29
recuperado,5
gestación,6
asimilaron,1
nacidos,5
engendradas,1
conside,2
compartiendo,1
profundo,9
rechazo,13
inhumanidad,2
envuelven,1
encomendó,5
políti,6
predicarse,1
intrauterina,1
principio,31
agregó,8
madre,34
devastadores,2
hijo,32
quedó,59
abandonado,20
peores,4
experimentados,1
nacimiento,6
torturada,11
du,9
rante,8
embarazo,15
considerarlo,5
concluyó,13
83,4
domicilios,46
ratoneras,1
arrestos,52
domiciliarios,3
debidamente,20
acreditaron,2
estuvie,2
permanecido,22
acreditados,15
definió,6
exclu,2
yó,2
interpretó,2
nas,11
manifestación,4
reconocerlas,3
acreditó,24
denuncias,115
querellas,7
médicaspresentadas,1
contemporáneos,1
elevado,7
definidos,5
integración,3
encomendado,4
detuvo,24
extrajudiciales,8
vinculó,4
justificada,4
injustificadamente,2
fueren,2
riores,1
fácil,10
significado,9
uniformadas,5
investigadas,2
sancionadas,1
competentes,5
aplicado,6
castigos,21
vicción,1
84,4
sometimiento,6
torturasnada,1
juzgada,1
condenada,2
repetimos,1
calificaron,1
presentó,70
tor,10
prevenido,2
manifes,1
taciones,1
219,3
1330,1
constituirían,1
repudiables,1
abu,1
inadmisible,3
abarcaban,1
dirigidos,9
inmensa,5
sectores,81
pobres,3
ame,9
drentamiento,1
atentatorios,1
domicilia,1
conmutación,1
situacio,2
excluidos,3
refería,2
tivación,1
declaradas,1
ocurrió,43
pocos,37
rechace,1
deprende,1
prác,1
tica,1
regulación,3
comparecencia,8
85,4
declarados,7
sobrevivientes,4
aparecidos,1
quedaron,41
sucedió,16
excluyen,2
dispuesta,4
ejecuta,2
señalaron,125
interven,1
desconocer,7
llevadas,10
proce,1
posibilidades,13
indagatorias,2
participaron,28
presumirse,3
concretos,4
implicado,5
partícipes,4
acreditar,25
narios,1
prohibido,4
denunciaron,195
sentaron,4
6845,1
propuesto,2
posiblidad,1
nue,2
reconsideración,4
declararon,83
par,9
ticularmente,2
secuestradas,1
oposición,39
cruzat,1
valdés,5
diez,34
carreño,7
barrera,14
permane,13
86,4
secuestrado,5
secuestros,7
im,3
entorno,6
rechaza,10
atentan,1
excluyó,2
exige,8
excepcionalmente,7
unos,79
uniendo,1
apareciera,2
remi,1
tidos,6
ses,1
pronuncia,4
decidido,4
divulgar,1
enviará,1
certificada,3
lis,1
enviado,22
reservado,5
recomendado,1
tregarán,1
reuniendo,1
aportados,11
fehaciente,3
conclusio,1
arribe,1
recto,8
arts,3
colabo,1
forense,1
riodismo,1
sociología,1
sirvie,1
insumos,1
estu,2
dios,25
utilidad,7
debate,7
esquema,2
sustentan,5
sistematización,4
proporcionados,8
87,9
27000,1
borradores,3
redactados,1
contratados,2
estudiados,5
consensuar,1
darle,19
estilo,4
capítu,1
redacción,6
editor,1
enri,1
queciendo,1
intercambio,9
revisados,1
abocó,1
previas,8
trató,34
intenso,12
caracterizó,6
consensuada,1
instalación,4
iniciarse,3
papel,24
explicación,54
masivas,23
predominio,1
selectividad,5
1978,45
marcada,4
irrupción,4
movimien,1
democrática,16
aparición,11
organizados,3
oposi,2
aplicaron,30
ejemplificados,1
extractos,2
apar,1
88,4
itinerario,4
usualmente,3
recibían,36
importantes,30
enumeración,1
restantes,15
indicando,6
cionaron,1
comparación,6
sirven,2
frecuentes,16
mencionadas,23
planos,2
psicológico,9
percepción,8
prevención,12
gestos,8
simbólicos,3
encuentro,7
recomiendan,1
vivienda,15
exención,1
91,3
92,2
93,3
95,3
96,2
97,7
99,4
101,2
acreditan,18
momen,2
ilustrar,4
103,2
104,2
105,5
107,4
108,3
109,5
110,3
111,4
112,5
113,2
115,3
116,2
sosteniendo,1
abordando,1
expresos,5
partido,347
socialista,317
comunista,191
presas,14
perseguidos,7
asociación,12
gremial,6
brigadas,2
prais,5
117,3
escritores,1
democracia,20
biobío,3
curanilahue,4
izquierda,154
revolucionario,17
angol,27
imperial,8
purén,2
freire,8
melipeuco,6
traiguén,14
cultural,6
orlando,27
salvador,22
allende,43
exestudiantes,1
universitarios,15
123,5
124,3
125,8
omiten,2
714,1
126,2
127,2
128,5
129,2
130,2
131,4
gmdn,1
n1595274acnppt,1
132,2
134,2
136,3
137,2
138,2
140,2
141,3
143,2
144,2
145,2
146,2
147,3
149,3
150,6
151,5
152,2
153,3
154,2
155,2
156,3
157,2
159,5
161,3
162,3
163,2
164,3
166,2
on,1
aspira,1
describir,6
comprensión,6
verificada,2
cobró,1
impulso,3
prolongarse,7
índole,13
pormenorizado,4
instalado,2
pretende,4
dilucidar,3
incidieron,2
quiebre,6
periodo,3
intensa,7
polarización,12
movilización,8
responsabilidades,25
actor,1
incubación,1
precipitación,1
crisis,37
desembocó,1
concordancia,7
específico,9
pareció,4
referirse,10
repetir,4
encuadre,1
década,80
concreto,4
busca,12
regía,12
consagraba,2
división,47
abusos,34
recíproca,1
sujeción,13
producirse,7
derrocamiento,2
elegido,5
1970,16
procedió,25
subordinar,1
170,2
asumía,2
nación,32
entendiendo,4
legislativo,11
constituyente,20
comprometiéndose,1
eficacia,10
declaraba,2
investida,1
reparar,16
males,4
atribuidos,3
marxismo,9
sindicada,1
intereses,14
definía,2
constitutiva,3
librada,4
desplegó,1
legislativa,3
entraron,3
produciéndose,10
derogación,2
tácita,3
reparos,2
suprema,42
exigió,3
efectivamente,41
modificaran,1
indicarlo,1
788,2
salvar,6
precisando,1
rango,13
modificatorias,4
expreso,3
tácito,2
precepto,9
ahí,36
modificaciones,16
evitó,1
contrarios,12
inaplicables,3
preceptiva,4
elaborada,2
tránsito,72
nuevo,52
apuntaba,2
coactivo,3
dependió,3
motivó,6
autoritario,10
perfilando,1
favorables,4
asumió,15
adquirió,29
todavía,25
fase,13
colegiada,1
personalista,1
precedentes,8
augusto,15
pinochet,11
ugarte,2
reunía,1
comandancia,15
monopolio,5
gubernativas,1
presidía,3
gustavo,19
leigh,2
guzmán,6
desaprobaba,1
pretensiones,3
acelerar,3
traspaso,1
consolidaría,1
liderazgo,1
disolvieron,1
congreso,20
proscribió,2
conformaban,3
decretaba,1
receso,14
colectividades,1
restante,4
creciente,11
171,3
demócrata,6
cristiano,6
prohibidas,5
destruyeron,3
electorales,9
consonancia,2
orientadas,2
desarticular,1
representativa,3
cesó,2
municipales,3
designar,3
alcaldes,6
secundar,1
decretó,6
interina,1
purgar,1
elecciones,1
fijos,1
antigua,14
ciudadanía,13
perdió,20
facultad,21
elección,4
sufragio,2
sometió,9
intervino,1
universidades,18
nombrando,1
altos,26
activo,17
rectoresdelegados,2
dotados,1
amplias,3
expulsar,4
planteles,2
estudiantes,22
simpatías,3
sometían,4
escrutinio,9
docencia,1
canales,11
instauró,3
censura,19
puso,14
capaz,5
cuestionar,1
fiscalizar,2
implantaron,1
proclives,4
simultáneamente,9
toque,78
queda,86
sustrajo,1
ocupados,2
libremente,3
entró,6
inmediatamente,75
afectando,3
miles,19
abandono,10
propaganda,13
partidarios,32
amplificaban,2
clima,21
opinión,45
favorable,8
resulta,116
presunto,12
z,12
mira,5
abocada,1
conquista,2
evidencia,16
colaboradores,11
pretensión,2
disculpar,1
represivas,16
presentadas,13
destacaba,1
alarmantes,2
hallazgos,6
blanco,22
obra,10
redactada,2
suscitar,1
emocional,11
ilustrada,1
armamento,13
pesado,2
liviano,1
encontrado,116
arsenales,8
cuyas,23
revelaciones,2
validadas,1
empíricamente,1
oportuna,3
justa,5
reacción,23
inminente,6
autogolpe,1
siniestra,4
operativo,49
informaba,8
desprevenida,1
exterminio,3
simultáneo,1
gremiales,10
opositores,12
paralizar,2
terror,9
resistencia,59
dictadura,22
implantaría,1
consignarse,2
serviría,3
prueba,37
inculpatoria,1
llevados,173
constituía,2
imperantes,5
desestimarse,1
legitimador,1
acompañada,6
indulgencia,1
atropellos,18
imperio,7
suspendió,6
alegó,1
conmoción,23
atribuido,1
rebeldes,10
sediciosas,6
sitio,104
provincias,49
departamentos,8
decretado,10
vive,4
contemplan,2
críticas,3
hacía,41
retirar,2
renovados,2
seguidos,9
ampliaba,1
discrecionalidad,3
concediéndole,1
censurar,1
suspender,7
cúmulo,2
libertades,19
prolongaría,1
restableció,1
preguntarse,2
aducida,1
insistentemente,2
seguidores,4
lograron,15
sufrir,12
mayores,24
contratiempos,1
actuaron,41
mancomunadamente,1
experimentar,2
quiebres,1
comprometidos,5
prescindencia,6
forzados,22
renunciar,2
semanas,22
decantadas,1
extra,2
adicionalmente,10
constan,14
rangos,3
perpetrada,6
compañeros,45
depuesto,45
predominó,1
desconcierto,2
miedo,29
poca,6
esporádica,5
aislada,4
ineficaz,2
cohesionado,1
añadidura,13
pie,51
previos,13
realizados,22
percatarse,1
significativos,4
evaluaban,2
suboficialidad,1
tropa,10
controladas,2
trabajadores,66
implementar,2
causó,5
sorpresa,5
escasa,15
nula,4
encontrada,3
consignado,6
huidobro,3
1998,2
despeja,1
precisar,17
integraba,7
controlado,8
disparar,10
tiro,9
mineros,5
lota,12
chuquicamata,26
brotes,1
embanderó,1
acentuando,1
rápidamente,10
normalidad,6
ciudad,228
consiguió,3
escasas,8
escaramuzas,2
aisladas,12
fábricas,8
estatizadas,2
poblaciones,24
periféricas,6
ofreció,2
francotiradores,11
apostados,3
edificios,12
destacados,4
torre,10
entel,2
disparó,19
clarín,4
telefónicos,1
gas,3
funcionaron,11
gracias,5
madrugada,72
174,2
propio,28
designado,13
edición,18
mercurio,17
confesó,2
cálculos,1
teníamos,4
redujeron,1
ignorarse,1
radicalizados,1
derecha,29
alarde,1
sesenta,5
retórica,2
belicista,1
favoreció,4
contribuyeron,3
exacerbar,2
lenguaje,2
injuriante,2
descalificador,1
desalentaba,1
partes,48
tocante,9
proponían,4
acentuar,1
tensiones,4
culminante,2
confiaba,2
resolvería,1
escalada,1
revolucionarias,1
capitalismo,1
radical,25
abrupto,1
tradicionales,3
socioeconómicas,1
propósitos,9
teóricos,3
provocaron,12
alarma,4
desembocaron,1
capaces,5
constituirse,7
paralelo,4
intentar,21
válido,6
vanguardia,1
vop,2
revolucionaria,79
mir,108
coalición,2
hiciera,9
extrema,26
patria,25
asesinato,12
selectivo,6
círculo,2
reducido,10
activistas,10
emprendió,1
visibles,4
noticioso,1
arrastre,3
potencia,2
bélica,4
incautadas,1
insistían,3
alcanzaban,2
pertrechar,1
amenazar,2
quiera,1
fuese,18
abundan,3
aprehensión,26
infligidas,5
incesantemente,2
apremiados,2
revelar,5
escondite,1
presunción,3
inscribía,1
acudieron,12
comunismo,3
agregaba,5
influencia,8
ejercida,12
revolución,7
cubana,9
inspirados,1
socialismo,4
daba,29
guerrillero,3
rural,11
urbano,6
tesis,5
175,2
recurrido,1
insistencia,3
retrospectiva,3
practicada,13
ideología,11
castrense,10
adaptada,1
mundo,19
polarizado,1
proponía,4
buscaba,14
subvertir,2
inmunes,1
agrietaban,1
discordias,1
ideológicas,1
contrainsurgente,3
inculcados,1
adiestramiento,5
generaciones,6
latinoamericanos,3
coincidencia,2
modelo,7
larvada,1
eximida,1
sustraían,1
motu,1
proprio,1
titularidad,1
engrosar,2
filas,8
ampliamente,7
entendido,6
abarcar,2
inmediatos,9
sospechosa,3
resistirse,2
proyecto,7
brutalidad,6
encontró,32
decididos,2
conscriptos,10
superficialmente,1
expuestos,47
adoctrinamiento,2
órdenes,22
sabiendas,1
costos,1
desacato,2
complacieron,1
estimulaba,1
hostilidad,4
hacia,120
reclutas,1
intensificaba,2
programáticamente,1
comunistas,24
virtual,3
ejercicios,15
prácticas,26
combate,9
consistía,9
extirpar,4
cáncer,3
marxista,11
amenazaba,6
extremas,9
consecuencias1,1
bando,68
zona,192
anonadamiento,1
representaba,1
implementada,2
suscritos,5
conferido,2
ordeno,1
martes,1
extenderá,1
1900,4
0600,3
allanamiento,41
p,14
263,3
trabajos,26
vigilancia,26
palabra,6
repelido,1
extremistas,33
drásticas,1
agresores,5
permanecen,16
sometidos,225
domiciliario,9
enérgicas,1
elmantenimiento,1
tranquilidad,6
inocente,3
caiga,3
ajusticiados,2
marxistas,4
indeseables,1
peligrar,1
legalmente,25
justificaba,3
supeditación,1
territorios,2
enemigos,9
ameritara,1
utilización,4
consagrados,3
prescribe,1
jurisdicción,17
ataque,32
chilenas,10
entender,13
correspondencia,3
empleándose,1
discusión,4
contraviniendo,2
coercitivos,1
ignorando,5
reconoció,27
oponentes,4
respetó,2
ninguno,42
téngase,1
unánime,2
reservas,5
proscrita,1
lícito,3
matar,14
bélicas,2
torturar,12
fiscales,17
competía,1
instruir,4
sustanciar,1
recogiendo,2
consignando,1
deteniendo,8
177,2
inculpados,28
produciendo,7
representaron,1
eslabón,1
cadena,1
represores,6
limitaron,2
omitiendo,2
beneficiarlos,1
exculparlos,1
tocaba,1
sirvieran,2
comprobarlos,1
optándose,1
rechazarlas,1
interrogar,19
implicados,5
menudo,23
conformaron,2
desvinculados,1
ajenos,5
apremios,41
extraían,1
ajustadas,1
torturadores,11
actuando,10
descuido,4
propiciaron,2
interrogatorio,48
decirse,3
auditores,2
privilegiaron,1
punitiva,3
gozan,2
clara,6
imputan,1
asistidos,3
active,1
sobreseimiento,12
guardar,4
juramento,1
degradantes2,1
gozaron,1
sabía,11
apenas,7
conocía,6
causal,6
detenía,5
pertenecer,5
repartición,2
determinada,8
restringió,3
corto,8
acostumbraba,4
impedirles,6
defendidos,5
rastrearlos,1
presionar,3
sometiera,3
concluyera,3
solía,12
traducirse,4
aparecer,7
paso,32
admitía,4
184,5
121del,1
178,3
reservar,2
cita,5
prevista,2
tratar,11
postergaban,1
prolongaba,2
cautiverio,10
permitido,12
pobre,5
ostensiblemente,4
inferior,10
judicatura,13
carecían,15
sólido,6
reflexión,5
indicaron,24
someramente,1
defensas,8
rechazaron,1
contrarias,3
encuadraron,1
facilidad,7
elegidos,1
antemano,2
configurando,3
instrumentales,1
acusadores,1
admitió,3
sola,27
empleo,24
limitaba,5
mencionaron,18
procesaba,2
consignaron,7
disipar,1
viciosas,1
traer,4
colación,1
aportadas,2
ejemplifican,2
apartaron,2
evidencian,2
substantivo,1
11474,1
juzgó,7
existiera,4
alguno,54
absolverlas,1
infringido,3
letra,26
frases,2
decidoras,1
fallo,20
destinos,3
ideas,20
delictuosos,4
incurrido,3
ciudadanos,17
rehabiliten,1
lleguen,1
forman,2
parece,31
inconveniencia,2
configurar,3
correspon,1
dientes,7
negativos,3
179,3
expulsados,7
mineral,6
apreciación,12
interpretaciones,4
reñidas,3
eximirse,1
lógica,7
razonabilidad,1
fallos,8
aquélla,7
admitir,2
demostraciones,2
irregulares,5
presumir,29
preferir,1
arbitrariamente,5
delicada,3
razonada,1
mueve,3
sentenciador,2
advirtió,3
reflexiones,4
envergadura,7
meras,4
licencias,2
1273,1
fallar,4
convencimiento,13
posee,4
jurado,1
entrabado,1
omitido,2
formular,4
2174,1
importa,3
verdadera,7
encauzan,1
limitan,2
probatoria,1
reiteradamente,12
jurisprudencia,7
resolver,7
significa,11
obrar,2
debemos,5
172673,1
reo,16
deducirse,1
punible,2
destruido,4
explosivos,50
probatorias,2
procesal,12
militar3,1
194,6
procedimeinto,1
180,3
presuncio,1
arrancadas,2
probados,2
sindicato,46
agrupa,3
bastaba,5
inculpado,7
participado,18
delictual,3
42873,1
enjuicia,1
militantes,71
calidades,1
intelec,1
tuales,1
ignorar,6
alma,5
cenamiento,1
bélicos,2
existente,20
lectividad,1
pretendía,5
terroristas,28
máximos,2
exunidad,1
pesa,1
penúltimo,1
desvirtuada,3
reos,44
aplica,12
descubre,1
almacenamiento,4
presumirá,1
aparezcan,2
dueñas,3
autorizadas,4
poseer,2
moradores,6
situados,2
almacenamientos,1
arrendado,1
facilitado,4
predios,5
depósito,2
aprueba,3
trabajaba,12
castigó,4
citado,26
absuelve,6
investigados,7
coeficiente,1
intelectual,2
controlar,11
conminándole,1
aleja,2
pretexto,11
defender,8
2974,1
siete,25
conocido,40
tendía,3
provocar,18
caos,1
aplastamiento,2
simpatizante,23
concierto,4
181,4
ilicitos,1
militante,476
delictiva,2
desproporcionadas,2
fach,20
mostraron,4
severidad,3
inusitada,1
famoso,2
infiltración,4
destruirla,1
sustituirla,1
instauración,3
proletariado,1
cosas,15
justificaron,3
falso,7
gestándose,1
deponer,3
47174,1
juzga,3
atribuye,2
pertenecido,6
cantado,1
