word,frequency
arrepentirme,1
puertas,4
senté,1
banquillo,2
dramático,1
chance,1
fusilen,1
perla,2
corazonada,1
suena,1
duele,2
pistola,4
sien,10
burlescame,1
toca,2
darte,1
gracia,1
debo,2
decirte,1
quedan,5
oído,3
sentir,6
salvó,2
retórnenlo,1
desconocido,32
viaje,18
quizás,10
portón,4
picota,2
pala,2
caminar,8
linternas,3
pequeña,12
ladera,1
sentían,3
graznidos,1
pájaros,1
gaviotas,1
embarrado,1
ofrecieron,3
cavar,3
hoyo,4
centímetros,7
profundidad,5
contestaba,1
agregar,6
picaba,1
pantanoso,1
reblandecido,1
lluvia,2
tenderme,2
fosa,24
corre,3
van,20
sesos,2
sacado,29
empujones,1
274,4
vejámenes,16
pos,3
teriores,1
denominaciones,1
agrupan,3
coacciones,1
menoscabar,2
herir,1
honor,6
honra,2
desti,1
ingestión,14
desechos,2
provocaban,2
indigno,1
originados,1
infecciones,3
enfermedades,5
contraídas,2
ingerida,1
descritos,12
humillar,1
vejar,1
incluido,6
humilla,1
vejamenes,1
obligar,7
ingerir,6
orgánicos,2
orina,8
vómitos,4
animales,12
pestilentes,1
oral,4
nasal,2
arrojar,3
inmundicias,11
besar,1
bota,1
arrastrarse,2
perdón,2
renegar,1
mani,2
festar,1
lealtad,2
superioridad,9
insultarse,1
rutas,2
tropiece,1
entonar,1
himnos,1
consignas,1
groserías,2
injuria,1
cortar,3
rape,4
pasearlo,1
tenen,1
contulmo,3
patrulla,171
encañonando,1
inmovilizándoles,1
ordenan,3
levantándome,1
pantalón,1
descalzo,1
camisa,3
275,2
recorrido,5
conducidos,147
calvario,2
caballeriza,4
argollas,1
adosadas,1
puntillas,1
pegarme,1
calcular,1
golpiza,4
apareció,38
hablado,4
excremento,6
caballerizas,37
botella,2
respondo,2
doblan,1
introducen,1
echan,2
trague,1
escuchando,6
lamentos,1
alimentaron,1
porotos,2
garbanzos,1
gusanos,1
fecas,1
hambre,4
comer,9
4a,6
extendidos,3
apoyaba,1
formarnos,3
estábamos,3
himno,1
gritar,2
vivan,1
llevarnos,1
calabozos,94
conducirme,1
desvestirme,2
pide,1
pasen,1
amenazándome,2
decido,1
fusilarme,1
sumergimiento,1
hacian,1
rodar,2
cubito,1
abdominal,18
orinas,2
alrede,2
276,4
dor,5
rompió,1
labios,2
mojados,32
mangueras,3
pegar,1
barbas,1
cuchillo,3
descalzos,2
ne,2
cesidades,1
miraban,1
mofaban,1
taza,3
baño,43
restos,86
limpiar,3
limpiarme,1
exigencia,6
obligarían,1
tus,2
beber,11
tu,2
aprendí,1
creerlas,1
diarrea,1
adaptó,2
providencia,11
callada,2
dirijo,1
cabina,1
repentinas,1
risotadas,1
acompañantes,6
empujan,1
suavidad,1
agrado,2
trasera,5
camionetamiren,1
creís,1
viejo,4
cagón,1
geón,1
orillita,1
pa,2
hagai,1
camarás,1
callaíto,1
amárrenle,1
jutres,1
creen,1
casita,2
upeliento,2
mujercita,1
tenís,1
conseguiste,1
reviejo,1
visitaremos,1
palomita,1
desnudamiento,1
quitarse,1
reservadas,3
intimidad,2
alguién,1
desvestirse,1
quitarle,3
ropas,6
obligándole,1
desconocidos,14
intenciones,2
manifiestamente,3
sume,1
277,2
intimidada,1
afrentas,1
expuesto,9
padecimiento,2
violen,2
coaccionadas,1
desnudarse,6
obligadas,14
desnudas,5
maniatadas,1
rasgando,1
vestimentas,2
rutinario,1
n4,4
cochrane,8
apoyados,2
mordían,2
lastimaban,1
collipulli,6
humillarme,1
rebajarme,1
desnudada,2
atada,1
dándome,1
puño,8
abdomen,5
trasladada,14
abdominales,15
estomacales,1
ultimo,1
ducharme,1
revisada,3
tiraron,1
sometieron,7
descalificó,1
corvi,5
cajones,3
vendadas,2
tocaciones,2
deshonestos,2
piscina,10
278,3
psi,3
cológica,2
serio,4
lesivo,1
sano,2
sexualidad,4
suma,5
violentado,1
sexualmente,7
causan,3
agre,2
excitación,1
fotografiados,5
obscenas,1
tocamientos,1
variantes,3
anal,2
sodomíticas,1
ratas,4
insectos,2
adiestrados,2
variadas,8
careció,3
condujeron,30
entrar,12
hablaban,2
desató,1
desnudara,2
hicieran,5
dejándome,1
camilla,3
amarrada,11
quemaba,1
piel,1
reían,2
pequeños,36
preguntó,1
porte,3
gustaba,1
escribía,2
lápiz,1
pasta,1
seguida,12
pusieran,1
retomaron,1
conectado,2
sonaba,2
pito,2
mintiendo,1
infierno,2
levantaron,3
vaso,1
líquido,5
supe,2
conmigo,4
devolvieron,1
verme,1
comentó,1
tortilla,2
querría,1
pasara,2
deteriorada,2
defecar,4
embarazada,19
manoseada,3
hecha,5
prisionera,4
instada,1
promesa,5
acariciada,1
amenazada,3
nocturnas,1
interrogador,1
golpeada,7
bastones,3
plástico,4
rifles,1
mataron,1
silbaban,1
medicinas,1
inyectada,1
vena,1
hipnotizada,1
280,3
colocada,1
ratones,1
instaladas,2
dispuestos,6
mordida,1
despertaba,2
negaron,11
golpeados,108
antinatura,1
conducida,7
incontables,1
tragarme,1
semen,1
rociada,1
eyaculaciones,1
pateada,1
innumerables,11
maquehua,18
provocaba,4
desgarros,1
hemorragias,2
anales,1
introducido,2
contundente,2
rompieron,4
fibras,2
botaba,1
corrí,1
identificaran,1
placas,1
delantal,1
dejarme,3
sentada,1
altura,19
pidieron,4
instalaron,3
enviaron,7
ginecológicamente,1
masturbación,1
fotografiaron,1
interrumpido,2
281,6
proyección,1
ocurrirle,1
colabora,1
reforzamiento,1
indefen,1
elec,9
tricidad,9
anochecer,1
desgarradores,1
invadió,1
encerrado,1
barraca,5
violaban,1
niñas,4
liceanas,1
producía,7
trastorno,2
ésto,3
repitió,5
intentos,9
murallas,1
1315,1
esposo,2
divina,6
somier,4
instaban,1
reconocerme,1
cansados,1
táctica,1
consistió,3
conectándonos,1
devuelto,6
mojaron,1
incitarnos,1
282,4
injuriosamente,1
mutismo,1
liberada,5
ofuscado,1
compañera,2
aledaña,1
intimaban,1
evitarle,1
catres,2
pisos,16
conectaron,1
ganchos,1
llaves,1
metálicas,3
narices,1
dínamo,1
manivela,2
vallenar,8
salvajemente,1
íbamos,1
desaparecer,74
insultaban,1
imagina,1
aturdían,1
disparaban,5
creyera,1
sucesivamente,2
maldita,1
ruleta,17
rusa,18
temerario,1
juego,6
azar,1
ritualiza,1
suicidio,12
dispararse,2
revólver,4
cargado,1
simula,7
estarlo,1
nuez,1
alojada,1
eventualidad,2
practicaba,5
jugar,3
jugaron,2
283,3
risa,9
gatillaron,1
jugaban,3
estallar,1
cansarse,1
gatillando,1
riéndose,1
estuvimos,2
vivenciar,1
suer,1
inmovilizados,6
agonizantes,1
acababan,2
decenas,5
brindaron,1
cancha,31
viéramos,1
habláramos,1
inventar,1
enterraban,1
infrahumanas,1
agravantes,6
admitido,1
rior,1
construi,1
ambientada,1
psíqui,1
confinamientos,2
afecciones,3
psíquicas,1
deprivación,1
sensorial,1
estrechas,1
iluminación,2
ventilación,13
higiénicos,10
orinar,3
privaba,8
suministraban,1
descomposición,1
lisa,1
llanamente,1
ayuno,1
tamaño,3
verdaderas,4
jaulas,4
obligando,2
bodegas,18
apiñadas,1
fisiológicas,1
roedores,1
baratas,1
jaula,3
transportan,1
leones,2
circo,1
rodeada,4
alambres,22
púas,12
285,2
moreno,22
cesaron,1
maltratarnos,1
encerraron,1
púa,3
tirados,9
desnudos,59
tiritábamos,1
brisa,1
helada,4
desierto,5
encontrábamos,1
amontonados,1
acomodarnos,1
provocábamos,1
desgraciadamente,2
ocasionó,1
peumo,4
2x2,2
demasiadas,1
marítima,6
soldados,11
conducían,7
sangrando,3
quitaron,4
arrojaron,3
tirado,3
oscuridad,7
recordaba,1
conocí,1
suboficiales,21
sufrí,13
admiración,1
cariño,2
guiñapo,1
deslizarse,1
sueltos,1
sonido,3
penetrante,4
atravesaba,1
asaltó,2
increíble,2
creí,1
ciego,1
desconectado,1
dormí,1
orificio,3
entraba,1
salía,6
reptando,1
privaciones,3
precarias,19
empeorada,1
concebidos,1
286,2
prolongadas,7
provocan,2
perjudicando,1
cholchol,1
hacíamos,1
vomitábamos,1
espantoso,1
cambiarme,1
bañarme,1
aseo,3
fisiológica,1
reparadores,1
satisfe,1
cha,1
produce,22
alteraciones,3
ánimo,6
interrumpirlo,1
rei,1
teradas,1
perturbaciones,2
ocasiona,1
allegados,9
adquirieron,4
recurrentes,5
ilu,1
minado,2
potentes,2
focos,8
ruidos,5
molestos,2
fijo,1
salamanca,12
287,2
permitiéndome,1
llenos,2
minusválido,2
torturándome,1
intervalos,1
permanecía,12
mojado,24
descendido,1
asfixias,3
dificultarles,1
confrontación,2
ahogado,2
sumergir,1
estimaban,3
precedió,2
acompañó,3
indistintamentecomo,1
inmersiones,1
mezclada,1
substancias,1
agravaban,1
bolsa,9
plástica,1
agotaba,1
oxígeno,1
288,2
suministro,2
cantidades,3
llenarse,1
pozo,7
sumían,2
manguera,3
huincha,1
adhesiva,2
capuchón,1
negro,16
aceite,1
litros,1
amonia,1
sumergían,3
pulmones,3
octay,10
botado,1
tablón,1
atormentarme,1
tapaba,2
echaba,1
pisaba,1
ató,1
anudó,1
cordón,6
apretado,1
aserrín,5
empecé,3
respirar,2
minuto,2
agotó,1
paredes,16
adhirieron,1
inhalar,1
tragar,1
extrañas,1
penetraron,1
contracciones,1
musculares,2
expulsarlas,2
provocó,12
vaciaron,1
tragué,1
síntomas,4
retiraron,4
289,2
tranquilo,5
cuero,5
tórax,15
temperaturas,7
incomodidades,1
hallarse,4
elevadas,1
bajas,17
expuestas,9
premeditación,2
inclemencias,1
tolerable,2
saludable,1
desnudado,2
nieve,2
costado,11
40c,1
instrucción,11
poste,7
arrastró,1
escarcha,1
temperatura,2
llegaban,55
aviáticos,1
arrastraban,1
yunta,1
bueyes,1
poquito,1
rápidos,1
parecido,7
significación,7
siglos,1
inevitables,1
normales,6
vulneraba,1
gratificaba,1
vencedores,1
carecía,3
miserable,1
alcanzaba,2
empañar,1
victorias,1
creciendo,2
mostrando,2
signatario,1
contienen,3
limitado,1
embarazadas,15
lactantes,1
estatutos,3
lesa,2
digni,1
infligida,1
instigada,1
actúa,1
representante,2
denigrarla,1
supuestos,17
satisfacción,1
desprotección,4
291,3
enfermedad,1
devastador,1
agrava,2
agonía,1
sufrida,8
desamparo,6
indiferentes,1
participan,4
activamente,4
destruye,2
seres,9
incide,2
afectivas,5
íntimas,1
cercanas,9
sexuali,1
maternidad,4
indagaron,1
tran,2
prefieren,1
agravando,1
3399,3
correspondiendo,2
mitad,9
distinción,3
edades,1
316,4
violadas,10
presenciado,3
subraya,2
abortaron,1
hablan,1
solos,1
292,3
comida,30
cros,6
cigarros,5
botellas,1
estadía,7
enfermería,6
medicamentos,2
raso,2
horribles,1
apuntaban,2
sable,1
cuadrilla,1
aborté,1
shock,6
pauarara,1
submarinos,3
quemadura,1
obligaron,13
drogas,10
acoso,5
vivas,1
yatagán,5
amiga,7
interrogada,1
milicos,2
tapado,1
negra,2
responderle,1
bajó,3
pantalones,1
sacó,3
enderezar,1
enderezárselo,1
encapuchados,47
volverá,1
estudiando,5
egresó,7
méritos,7
quemaron,2
chupones,1
amaestrados,1
violaron,57
293,3
cáscaras,1
naranjas,1
despertaban,1
expulsada,1
metropo,1
litana,1
hogar,34
útero,3
psiquiátricas,1
viví,2
masturbaciones,1
hirviendo,1
izquierdo,9
torturador,2
presenciaba,1
17años,1
reduciéndose,1
llorando,1
carpa,2
violarme,1
manoseame,1
amenazaron,2
bancas,1
violarían,1
desnudaban,3
manoseaban,1
dental,2
garganta,1
posturas,14
moverme,1
esperando,8
294,3
abortar,2
dujo,2
aborto,3
mantenida,3
taparon,1
toalla,1
introducían,4
matarían,2
vendan,1
éramos,2
dia,1
sacos,11
baldazos,1
fusi,2
lamiento,2
chicos,1
casete,1
grabación,1
espontáneo,1
evidencias,9
científicas,1
experimentada,1
sistémicos,1
biológica,1
influyen,1
alterando,2
intraute,1
rino,3
estresadas,1
vulnerables,1
295,2
relató,8
padeció,2
habló,1
atormentado,1
luco,15
parto,4
nacer,2
viviente,1
indirectamente,5
intrauterino,1
niñez,1
tristezas,2
depresión,3
ruptura,6
matrimonio,6
abor,1
espontánea,6
fractura,6
costilla,1
tubario,1
trasladan,3
interrogan,1
devuelven,1
trayectos,2
quede,1
296,2
volaron,1
dien,1
delanteros,1
represento,2
gráfica,1
mamá,5
rabia,7
lidiar,1
frustración,8
contárselo,1
cargar,2
mochila,2
eterna,1
tomaba,1
escondida,1
lagunas,1
adolescencia,1
concebida,1
supo,9
apoyarla,1
hablamos,1
forjada,1
vergenza,6
perdonaron,1
prefiero,1
contarlo,1
genero,1
pido,1
apoyen,1
entiendan,1
apunta,2
computador,1
eres,2
clasificado,1
rechazan,2
cargan,2
297,3
miro,1
prisma,1
taparla,1
mostrarla,1
séptimo,3
sótero,1
dentadura,2
delantera,2
gritaba,1
secuestrados,2
abusados,1
físicamente,7
parados,2
cesárea,1
gendarmes,4
cómodo,1
l,10
1132,1
policías,9
302,2
creándose,1
desolada,1
temiendo,1
poblados,4
obligándolos,3
descargaba,1
amena,6
zas,5
describieron,9
funcionó,60
exacta,4
303,2
aproxima,1
centración,1
corroborar,2
emitidos,2
visitar,9
cifras,6
transitaron,3
mencio,1
naron,1
aproximadas,1
compro,2
miso,1
investiga,6
aprecia,5
variedad,3
pú,1
blicos,1
variaban,2
dormían,15
colchón,3
priva,5
incomible,1
hacinados,86
insalubres,13
soportando,4
habilita,3
enviados,51
304,5
duraron,1
teniendo,64
núme,2
carabi,8
manecieron,1
negación,6
públicamente,20
caracterizaba,1
manteniéndolos,1
pecto,1
desenlace,3
afectaba,3
sometiendo,1
rabineros,4
encarcelados,5
interminables,2
ligadas,2
administrativamente,2
cortos,4
recayeron,2
participantes,6
movilizaciones,5
305,3
seleccionado,2
caracterización,2
ubica,9
aproximado,2
centralizándose,1
destacaron,1
especialmen,3
antecedida,1
cripciones,1
basan,2
aluden,2
aque,2
802,1
excluido,4
escaso,3
referían,1
asumido,13
desig,1
oficializadas,2
observó,18
aumentaron,2
traslada,9
trasladando,4
ferentes,3
pondientes,1
habitación,7
594,22
proporcionaba,2
identifi,1
cados,4
307,3
descampadas,2
pampa,9
interrumpían,1
maltratar,1
sometiéndolos,1
emergieron,2
utilizaba,7
campa,2
19731974,11
crueldad,7
ejecuciones,88
supervivencia,2
agravadas,3
geográficas,1
308,3
esporádicamente,3
tenciones,3
citaciones,1
rar,1
pequeño,26
gravilla,1
comían,1
llevaban,43
noctar,1
nentes,3
calladas,1
inmóviles,3
generalizados,8
causaban,3
cortaban,1
causándoles,4
cabellu,1
mojaban,7
cuer,3
obligaban,22
cruentas,1
sospecha,5
encerrados,52
turnarse,1
tenderse,11
derivaciones,1
carcelarios,25
regio,1
309,3
custodiados,13
corral,4
cerdos,2
cigarro,3
riormente,3
cían,8
enviaban,3
telecomunica,2
ingresado,13
amenazados,51
continuamente,26
gimiento,1
maltratados,60
padecidos,1
incluyeron,3
café,2
310,2
camping,3
machas,3
necían,7
remedos,1
galpones,7
relativamente,8
humillantes,2
tortuosos,1
ataduras,3
encapuchamiento,3
eléc,1
trica,1
aislado,5
geográficamente,1
colinas,1
aproxi,2
carretera,17
deshabitado,1
gabriel,19
gonzález,35
videla,4
19461952,1
usado,8
brevemente,3
19521958,1
adaptado,1
organizó,1
concentrar,1
recluyó,3
800,2
cien,12
recluía,3
contiguas,3
teatro,8
supermercado,4
311,2
esposados,32
tantemente,2
obje,1
cortantes,1
corvos,2
ama,8
rrados,7
colgados,16
ciga,2
rrillos,1
enterrados,25
fosas,9
orinaba,2
ocasionarles,4
pelear,1
mida,1
encerraba,3
toneles,1
lanzarlos,2
torso,1
interperie,1
tempe,1
raturas,1
cerros,4
llos,1
avanzada,2
ritmo,1
sufrían,22
extremadamente,7
exis,1
leve,6
sucios,6
interrumpía,2
sumergidos,9
generalizadas,8
contun,1
fichados,5
aledaño,2
313,2
psicológicos,13
relegadas,3
almonte,2
minuyó,3
prisioneras,23
impedidos,3
aislaba,1
314,3
transitorias,4
consistieron,3
submari,2
insalubridad,5
durmiendo,2
cartones,8
sacados,63
315,2
posteriormen,1
esporádicas,2
trasladadaban,1
carias,1
compartir,2
mojadas,4
veían,1
encapuchadas,2
diego,11
portales,3
sn,5
casona,2
habilitada,8
particularidad,2
salón,8
letrero,1
cante,1
parodia,1
televisivo,1
q,3
detalles,8
circulaban,2
vestidos,7
municarse,1
élite,1
merecían,2
excelencia,2
orella,4
costanera,3
arturo,27
prat,6
escu,3
chaban,2
ensacados,4
tambores,11
recibi,2
mordidos,1
sumer,1
gidos,1
dispongan,1
vigésima,1
transito,2
ria,2
317,2
sue,1
ño,1
tensas,1
investigacio,7
gaciones,5
avda,9
sta,1
2936,2
diver,4
sas,4
azola,2
cabezas,14
sumergidas,3
sucia,7
música,11
318,2
prefectura,22
abandonada,5
citroen,1
nun,1
caballería,18
granaderos,1
carampangue,2
aduana,5
vieja,13
oasis,1
pica,1
identificaron,19
designaciones,1
investigaba,2
enaex,23
dupont,12
centralizó,1
desplazaba,1
devueltos,14
habilitaron,6
salitre,2
320,3
conchi,5
codelcochuquicamata,1
disminuye,2
ladados,6
encierro,4
procedentes,8
fractu,3
significativamente,3
sioneros,10
manecían,6
lan,4
zados,5
aguas,48
sucias,11
latas,1
servían,5
techo,6
afirman,27
aprehensores,52
civi,1
topater,1
aumentó,6
entie,1
rros,4
hoyos,5
ve,13
ces,1
litado,1
322,2
paralela,4
clusión,1
explo,1
sivos,1
7376,1
gerencia,3
brechuqui,1
7378,1
afirmaron,6
gún,1
ahogamiento,4
bebederos,2
calor,4
323,4
cobrechuqui,5
mineras,3
administrados,1
3010,1
frontera,4
barracascaballerizas,1
sacaba,2
maneras,7
arrancamiento,1
alicates,3
chuqui,1
viandas,1
nordeste,2
ocupa,6
hectáreas,1
faenas,3
extracción,6
1940,2
adquirida,1
química,10
minera,13
soquimich,10
1971,3
monumento,3
delimitado,1
minas,8
antipersonales,1
torres,48
rotaba,1
vigilando,1
tanque,1
transitaba,6
sobrevolaran,1
vuelos,1
rasantes,1
desocuparse,1
mantienen,2
concentrados,2
recluidos,35
trenes,4
andalién,8
corredores,1
adobe,2
formados,2
pabellones,5
comedor,4
325,2
amenazadoras,1
inciertas,1
incluían,4
denigrante,1
alimenticia,1
dejándolos,1
inventa,1
planificaciones,1
fugas,2
sabotajes,3
experimentaban,2
inten,2
mante,4
separados,26
maltra,5
severos,3
opera,1
326,2
mentaron,1
edificio,45
construido,5
xix,2
distribuidos,2
1730,4
sorpresivos,1
camarotes,7
pasillo,4
oscuros,4
nera,1
descampados,1
confir,1
mó,1
apli,9
cación,11
neras,1
separadas,8
dispo,1
nían,3
jardín,2
nida,1
lavatorio,4
sear,1
327,2
marcó,4
cialmente,3
dispositivos,2
colgaduras,1
alimenta,1
servidas,15
328,2
declaran,26
reduje,1
ali,8
nua,1
sep,7
tiembre,7
disminuyó,8
notoriamente,5
abri,3
falsos,9
329,2
mitía,1
sentarse,4
intimidados,1
diferenciar,2
sobresa,1
liendo,4
golpea,4
siem,2
quemados,5
mergidos,1
adonde,3
amarraban,2
elena,9
pateaduras,1
subcomisaría,31
mu,2
jeres,2
flagelaciones,3
taltal,1
331,3
ensangrentadas,1
gota,1
fu,5
silamiento,4
ejér,3
cito,3
castigados,5
fusilamien,3
timonio,1
332,2
superando,4
probable,25
funcionara,1
claramen,1
operado,4
tenidos,9
333,2
creto,1
identificado,9
testimonia,2
desco,2
nocidos,1
confunden,1
operaban,2
confusiones,2
actuado,8
yor,4
detectó,1
monjas,3
describie,1
introducidos,7
describió,2
conminaban,1
tropezándose,1
siste,2
mática,1
alimen,3
gueras,1
334,2
sokol,1
calamarecinto,1
topaterfiscalía,1
n1,5
baquedano,5
mantos,1
blancos,3
mejillones,1
carabinerostaltal,1
políticomilitar,3
freirina,5
emer,3
especificados,1
metidos,3
predio,11
agrícola,109
colin,1
funcionado,5
has,2
muro,5
litares,3
tratadas,2
amenazadas,9
336,2
sufri,2
ilustración,3
incluyendo,13
húmedos,15
dimen,1
siones,2
angosta,1
escritorio,1
carpas,7
barracón,2
escasamente,3
alimentados,5
forzadosse,1
vejación,6
chucho,1
menciona,7
337,2
usada,3
capitanía,2
hos,2
tigamiento,2
detenerlos,7
incomunica,9
nazados,3
húmedas,6
encadenamientos,1
mulacros,2
vísperas,1
celebraciones,1
desórdenes,2
hundido,2
almagro,6
maltratadas,4
comisa,5
pisoteados,13
ños,1
agen,3
larmente,1
339,2
minuyeron,1
atestiguan,4
dejados,28
duran,12
potrerillos,4
concentrándose,6
exoneraciones,1
interro,2
gatorio,1
resguar,1
observándose,5
descenso,1
arrojaba,1
diciones,5
salubridad,2
vejaba,2
depar,2
tamento,2
cortó,2
machetes,1
cuadrados,3
tundentes,1
vejadas,2
341,2
carceleros,1
prac,1
ticaban,1
román,2
1290,3
modificó,5
agregando,7
consignaba,1
342,2
arrodillados,4
some,5
pesados,3
aplicarles,5
pasados,2
justi,1
deshabitada,1
internación,1
carrizal,2
mayormente,3
343,2
sicológicos,1
incomunicadas,8
interrogato,1
devueltas,1
blemente,1
concentran,3
bían,5
manentes,1
encierros,2
344,2
roman,3
agricola,1
salado,1
incahuasi,2
de1973,1
designó,6
apartados,7
ovalle,19
illapel,16
resaltó,1
campesinas,5
combarbalá,4
andacollo,6
vicuña,30
canela,2
vilos,5
sere,1
funcionaba,17
testi,9
monios,9
346,2
operando,3
nunciaron,8
cuar,3
teles,1
alejadas,5
demostraron,1
transfe,1
ridos,1
seleccionaron,1
centenares,4
coincidieron,29
mían,3
colchonetas,6
frazadas,15
asearse,2
nudos,3
ubi,4
cadas,1
347,2
desperdicios,1
bola,1
engrillados,7
pacio,1
corro,1
bora,1
sobrepoblación,6
alojaban,4
albergaban,2
348,3
pasillos,5
higiénico,5
tubo,3
sencilla,2
variada,3
convento,1
alimentadas,1
usó,7
participó,14
349,4
deplorables,8
centró,2
repetidos,2
privándoseles,2
envia,4
bir,4
chorros,2
quema,4
duras,4
bineros,3
dé,4
350,3
declaracio,1
prisione,12
inundadas,2
correspondieron,8
repetidamente,3
guayacán,2
llevaran,3
habérseles,3
negado,16
permaneci,1
351,2
mecánico,15
automóviles,2
caballeri,1
rieles,1
centenar,3
antihigiénico,1
insalubre,3
oscu,2
atestiguaron,2
intensas,9
cortopunzantes,4
practica,3
inundaban,2
acostaran,1
352,2
someti,5
simu,4
lacros,2
consignan,15
denun,3
ciaron,2
escarnio,3
llevándolos,1
traídos,18
bieron,1
pésimas,8
inundado,2
turnaban,1
reja,3
mojarse,1
bodega,11
353,5
participa,3
conduci,5
lanzados,11
incitados,1
garse,1
354,5
constó,5
traspasados,6
piedra,2
camente,1
camarote,3
intensivamente,1
zadas,2
esquina,13
español,9
vados,4
estada,1
sal,3
panul,1
tofo,1
tulahuen,1
monte,4
paihuano,1
peñuelas,2
punitaqui,1
tongoy,1
dó,1
aconcagua,8
coman,1
dante,1
materialmente,5
radicados,2
mencionados,28
bu,1
compañía,31
sudamericana,4
vapores,4
nave,7
quintero,4
357,2
centralizaban,1
club,2
tenis,1
llolleo,1
versitarios,1
fech,1
estación,15
anchavalparaíso,1
buren,1
sermena,1
puchuncavímelinka,2
masi,1
358,3
crue,1
declina,1
521,7
oficialmente1,1
zapata,8
quisco,2
cabañas,4
ubicadas,10
rocas,3
santo,6
administradas,1
congregación,1
practicados,6
fisca,3
lías,2
barón,4
arlegui,1
28879,1
359,2
regularmente,5
arrestaban,2
involucrada,2
abandonándolos,1
deshabitados,3
pertene,1
ciente,2
casablanca,3
muelle,7
secuestraban,1
atadas,6
comunicar,3
desnu,4
360,3
cuchillos,3
denominadas,2
escribir,2
despedida,1
recalados,1
abandonados,21
traron,4
marinos,6
accedía,2
bajando,2
subiendo,1
vergara,20
miller,2
361,3
detallaron,1
letrinas,3
interrogaba,11
bolsas,3
asignado,2
alrededores,10
quilpué,4
apaleos,2
necer,4
trinchera,1
aterrizaje,1
describe,5
usaron,10
pozos,3
362,2
veja,3
coraceros,3
ingre,3
sados,2
alumbrados,1
363,2
cercanías,19
paradigmáticos,1
cionado,1
melipilla,16
venidos,1
frigoríficos,3
pesquera,2
tintas,1
húmeda,2
transcurridas,1
ho,1
estiramiento,1
pér,2
cam,2
pamento,1
cua,1
drados,1
fisuras,1
arrojándolos,3
contene,2
dores,2
inmovilizaba,1
364,2
forza,5
ciencia,2
denominada,10
antiaéreo,1
ala,12
pertenece,3
kiló,1
servido,3
basural,1
acarreados,1
lar,3
pañeros,1
365,2
usados,2
molo,6
reemplazó,1
barco,3
zarpó,2
gión,5
esmeral,1
anclado,1
atestigua,1
caminaban,6
saltaban,4
borde,3
tiradas,2
sacadas,7
tarros,2
puente,78
malolientes,3
carencia,5
subían,2
bañarse,1
chorro,1
366,2
impor,2
encerra,3
comía,1
dormía,4
bordo,6
367,2
calzoncillos,1
camas,7
maderas,2
literas,3
acostadas,1
impidiéndoseles,2
despertándolas,1
rrogó,1
higiénicas,21
vacío,3
reemplazaba,1
tirarlos,1
infirieron,1
bayonetas,2
montañosa,1
cercano,11
campana,3
1500,8
construir,4
estarían,1
cautivos,1
cercar,1
dobles,2
barracas,4
habitaban,2
vigilados,2
reflectores,1
transitado,5
ber,2
cerrados,8
varillazos,1
zambullirse,1
canal,8
kilómetros,20
veraneo,2
cut,15
confiscados,2
cológicas,1
369,2
cercos,1
cerrarían,1
pulsados,1
prisoneros,1
úni,2
campamen,1
cuartos,4
frecuen,3
temente,3
allanados,6
requisa,1
plantón,2
picadero,3
exhaustas,1
atacaban,1
ametralladoras,1
370,2
progre,1
sivamente,2
higié,2
nicas,2
oscura,3
truyendo,1
confiscando,1
confinaba,1
acostados,4
planchas,5
acero,2
zos,6
371,2
reiteraron,2
amedrentados,2
interactuó,1
encerradas,2
maloliente,1
19851986,2
quis,1
algarrobo,6
inundados,3
centíme,1
baby,1
372,2
hematomas,3
libera,2
en1973,1
bía,1
permitirles,1
cortaba,2
extenuantes,7
asear,1
excre,1
373,2
rradas,1
enterraba,1
simulaban,2
aledañas,2
propinadas,1
rapaban,1
calabo,5
ligua,9
concentrado,1
teriormente,1
prologadas,1
marcharse,1
concentrando,1
esposaba,1
astronauta,1
375,3
troduce,1
lía,1
cado,3
álvarez,2
gados,6
vio,15
lentas,1
apre,1
mios,1
árboles,1
376,2
incomunicaba,1
arena,4
envueltos,1
observaron,5
siciones,1
corredor,4
ventanales,1
377,3
notablemente,3
discriminados,1
injustificados,1
negándoseles,1
discrecionalmente,1
entraban,2
tendían,1
corrían,5
can,1
tidad,1
378,2
enviadas,8
nazaban,1
viamente,2
envío,3
19741975,2
19731975,2
densidad,1
montado,1
dormitorio,2
estanque,2
grifo,1
379,2
senciaron,1
trabajar,11
pintando,1
muros,1
aseando,1
habilitó,4
encarcelar,1
esperaban,8
incremento,3
severo,5
abrigos,1
380,3
simulación,2
desembocadura,3
balneario,3
19731976,1
cuestrados,1
torturarlos,7
proporcionó,3
pan,3
telé,1
fono,1
constatado,5
381,2
median,1
furgón,15
movili,1
trataría,2
oscuras,4
diarias,2
sistemáticos,1
inconscientes,3
amaestra,1
vejados,2
reali,2
taba,1
destruían,4
382,3
apoyada,1
estuco,1
graneado,1
quedarse,2
dormidos,1
bajaban,3
duramente,4
humi,1
llaciones,1
dolorosas,3
columpio,1
variable,6
enviaba,2
buzo,3
azul,1
sacárselos,1
heladas,2
383,2
concordaron,2
testimoniar,1
automóvil,5
dinamita,4
aparatadas,1
deshabitadas,2
ancha,5
sirvió,3
gunos,2
exhibiéndolos,1
graderías,9
384,3
destacan,6
deri,1
conde,1
dictaba,2
indistintamente,2
debieran,3
acudir,3
gober,2
contigua,2
ilegítimas,4
