NAME,CPU %,MEM USAGE / LIMIT
searcher-full_reactapp_1,0.00%,9.031MiB / 3.841GiB
searcher-full_fastapi_1,4.65%,165MiB / 3.841GiB
searcher-full_cppgraph_1,0.00%,105.1MiB / 3.841GiB
searcher-full_es01_1,1.28%,1.041GiB / 1.093GiB
