NAME,CPU %,MEM USAGE / LIMIT
searcher-full_reactapp_1,0.00%,6.961MiB / 3.841GiB
searcher-full_fastapi_1,2.07%,169.6MiB / 3.841GiB
searcher-full_cppgraph_1,100.37%,105.1MiB / 3.841GiB
searcher-full_es01_1,0.54%,1.042GiB / 1.093GiB
